id,clearing,branch_code,code,name,street,street2,zip,city,phone,country,bic
bank_100_0000,100,0000,SNB,Schweizerische Nationalbank,Börsenstrasse 15,Postfach 2800,8022,Zürich,058 631 00 00,Switzerland,SNBZCHZZXXX
bank_110_0000,110,0000,SNB,Schweizerische Nationalbank,Bundesplatz 1,Postfach,3003,Bern,058 631 00 00,Switzerland,SNBZCHZZXXX
bank_115_0000,115,0000,SNB,Schweizerische Nationalbank,Bundesverw. / Bundesplatz 1,Postfach,3003,Bern,058 631 00 00,Switzerland,SNBZCHZZXXX
bank_193_0000,193,0000,SECB,SECB Swiss Euro Clearing Bank,Solmsstrasse 83,,60486,Frankfurt am Main,69 97 98 98 0,Switzerland,SECGDEFFXXX
bank_202_0000,202,0000,UBS CH,UBS Switzerland AG,Poststrasse 10,Postfach,8610,Uster 1,044 944 91 11,Switzerland,UBSWCHZH86N
bank_202_0001,202,0001,UBS CH,UBS Switzerland AG,Bahnhofstrasse 1,Postfach,8600,Dübendorf 1,044 824 41 11,Switzerland,
bank_203_0000,203,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 26,Postfach,9320,Arbon,071 447 79 79,Switzerland,UBSWCHZH93A
bank_204_0000,204,0000,UBS CH,UBS Switzerland AG,Poststrasse 198,Postfach,7050,Arosa,081 378 79 79,Switzerland,UBSWCHZH70E
bank_206_0000,206,0000,UBS CH,UBS Switzerland AG,Paradeplatz 6,Postfach,8098,Zürich,044 234 11 11,Switzerland,UBSWCHZH80V
bank_206_0001,206,0001,UBS CH,UBS Switzerland AG,Bahnhofstrasse 72,Postfach,8098,Zürich,044 234 11 11,Switzerland,
bank_206_0002,206,0002,UBS CH,UBS Switzerland AG,Löwenplatz / Seidengasse 17,Postfach,8098,Zürich,044 234 11 11,Switzerland,
bank_207_0000,207,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 39,Postfach,8180,Bülach,044 872 42 42,Switzerland,UBSWCHZH81M
bank_208_0000,208,0000,UBS CH,UBS Switzerland AG,Poststrasse 1,Postfach,7002,Chur,081 255 90 00,Switzerland,UBSWCHZH70A
bank_208_0001,208,0001,UBS CH,UBS Switzerland AG,Via Nova 64,Postfach,7017,Flims Dorf,081 928 86 86,Switzerland,
bank_208_0002,208,0002,UBS CH,UBS Switzerland AG,Bahnhofstrasse 14,Postfach,7130,Ilanz,081 926 15 00,Switzerland,
bank_208_0004,208,0004,UBS CH,UBS Switzerland AG,Voa principala 68,Postfach,7078,Lenzerheide/Lai,081 385 24 00,Switzerland,
bank_208_0005,208,0005,UBS CH,UBS Switzerland AG,Grossfeldstrasse 19,Postfach,7320,Sargans,081 725 47 00,Switzerland,
bank_208_0006,208,0006,UBS CH,UBS Switzerland AG,Neudorfstrasse 46,Postfach,7430,Thusis,081 632 39 00,Switzerland,
bank_208_0007,208,0007,UBS CH,UBS Switzerland AG,Via Sursilvana 18,Postfach,7180,Disentis/Mustér,081 929 59 00,Switzerland,
bank_209_0000,209,0000,UBS CH,UBS Switzerland AG,Promenade 48,Postfach,7270,Davos Platz 1,081 415 11 11,Switzerland,UBSWCHZH72D
bank_209_0001,209,0001,UBS CH,UBS Switzerland AG,Bahnhofstrasse 6,Postfach,7250,Klosters,081 423 38 00,Switzerland,
bank_210_0000,210,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 11,Postfach 768,5201,Brugg AG,056 460 81 00,Switzerland,UBSWCHZH52A
bank_211_0000,211,0000,UBS CH,UBS Switzerland AG,Hauptstrasse 44,Postfach,3186,Düdingen,026 492 77 77,Switzerland,UBSWCHZH31A
bank_213_0000,213,0000,UBS CH,UBS Switzerland AG,Rorschacherstrasse 1,Postfach,9450,Altstätten SG,071 757 56 56,Switzerland,UBSWCHZH94N
bank_213_0001,213,0001,UBS CH,UBS Switzerland AG,Kirchstrasse 2,Postfach,9435,Heerbrugg,071 727 91 11,Switzerland,
bank_214_0000,214,0000,UBS CH,UBS Switzerland AG,Zugerstrasse 22,Postfach,8810,Horgen 1,044 728 85 11,Switzerland,UBSWCHZH88A
bank_214_0001,214,0001,UBS CH,UBS Switzerland AG,Gotthardstrasse 40,Postfach,8800,Thalwil,044 722 93 11,Switzerland,
bank_214_0002,214,0002,UBS CH,UBS Switzerland AG,Zugerstrasse 11,Postfach,8820,Wädenswil,044 783 85 85,Switzerland,
bank_214_0003,214,0003,UBS CH,UBS Switzerland AG,Churerstrasse 70,Postfach,8808,Pfäffikon SZ,055 416 37 11,Switzerland,
bank_215_0000,215,0000,UBS CH AG,UBS Switzerland AG,Rue du Rhône 8,Case postale,1211,Genève 2,022 375 75 75,Switzerland,UBSWCHZH12C
bank_216_0000,216,0000,UBS CH,UBS Switzerland AG,Bahnhofplatz 3,Postfach,8853,Lachen SZ,055 451 66 11,Switzerland,UBSWCHZH88B
bank_216_0001,216,0001,UBS CH,UBS Switzerland AG,Klosterplatz,Postfach,8840,Einsiedeln,055 418 77 11,Switzerland,
bank_217_0000,217,0000,UBS CH,UBS Switzerland AG,Hauptstrasse 37,Postfach,8280,Kreuzlingen 1,071 677 81 11,Switzerland,UBSWCHZH82P
bank_219_0000,219,0000,UBS CH,UBS Switzerland AG,Rathausstrasse 11,Postfach,8570,Weinfelden,071 626 46 46,Switzerland,UBSWCHZH85B
bank_220_0000,220,0000,UBS CH,UBS Switzerland AG,St. Gallerstrasse 5,Postfach,9471,Buchs SG 1,081 755 42 42,Switzerland,UBSWCHZH94P
bank_220_0002,220,0002,UBS CH,UBS Switzerland AG,Am Platz 8,Postfach,7310,Bad Ragaz,081 303 48 00,Switzerland,
bank_221_0000,221,0000,UBS CH,UBS Switzerland AG,Plazza Mauritius/Via Maistra 14,Postfach,7500,St. Moritz 1,081 837 70 00,Switzerland,UBSWCHZH75A
bank_221_0001,221,0001,UBS CH,UBS Switzerland AG,Plazza da Cumün,Casella postale,7742,Poschiavo,081 839 78 00,Switzerland,
bank_222_0000,222,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 25,Postfach,8304,Wallisellen,044 877 95 95,Switzerland,UBSWCHZH83B
bank_223_0000,223,0000,UBS CH,UBS Switzerland AG,Bahnhofplatz 13,Postfach,8953,Dietikon 1,044 743 85 11,Switzerland,UBSWCHZH89D
bank_223_0001,223,0001,UBS CH,UBS Switzerland AG,Zürcherstrasse 18,Postfach,8952,Schlieren,044 733 41 11,Switzerland,
bank_225_0000,225,0000,UBS CH,UBS Switzerland AG,Bellevue / Theaterstrasse 20,Postfach,8098,Zürich,044 265 91 11,Switzerland,UBSWCHZH80G
bank_226_0000,226,0000,UBS CH,UBS Switzerland AG,Rue du Jura 11,Case postale,2900,Porrentruy 1,032 465 25 25,Switzerland,UBSWCHZH29A
bank_226_0001,226,0001,UBS CH,UBS Switzerland AG,Rue de l'Avenir 5,Case postale,2800,Delémont 1,032 424 53 53,Switzerland,
bank_227_0000,227,0000,UBS CH,UBS Switzerland AG,Bälliz 1,Postfach,3601,Thun,033 225 51 11,Switzerland,UBSWCHZH36A
bank_227_0001,227,0001,UBS CH,UBS Switzerland AG,Promenade 780 B,Postfach,3780,Gstaad,033 748 85 11,Switzerland,
bank_227_0002,227,0002,UBS CH,UBS Switzerland AG,Rawilstrasse 5,Postfach,3775,Lenk im Simmental,033 736 78 88,Switzerland,
bank_227_0003,227,0003,UBS CH,UBS Switzerland AG,Seestrasse 7,Postfach,3700,Spiez,033 655 93 33,Switzerland,
bank_227_0004,227,0004,UBS CH,UBS Switzerland AG,Mühlegasse 1,Postfach,3770,Zweisimmen,033 729 77 77,Switzerland,
bank_228_0000,228,0000,UBS CH,UBS Switzerland AG,Centre La Combe/R. de la Môrache 6,Case postale,1260,Nyon 1,022 363 71 11,Switzerland,UBSWCHZH12T
bank_228_0001,228,0001,UBS CH,UBS Switzerland AG,Rue du Borgeaud 2,Case postale,1196,Gland,022 354 93 11,Switzerland,
bank_230_0000,230,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 45,Postfach,8098,Zürich,044 234 11 11,Switzerland,UBSWCHZH80A
bank_231_0000,231,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 61,Postfach,5001,Aarau,062 835 91 91,Switzerland,UBSWCHZH50A
bank_231_0001,231,0001,UBS CH,UBS Switzerland AG,Bahnhofstrasse 7,Postfach,5600,Lenzburg 1,062 885 25 25,Switzerland,
bank_231_0002,231,0002,UBS CH,UBS Switzerland AG,Schaffhauserstrasse 28,Postfach,4332,Stein AG,062 866 45 45,Switzerland,
bank_231_0003,231,0003,UBS CH,UBS Switzerland AG,Niklaus-Thut-Platz 9,Postfach,4800,Zofingen,062 745 85 00,Switzerland,
bank_231_0004,231,0004,UBS CH,UBS Switzerland AG,Bahnhofstrasse 5,Postfach,5734,Reinach AG,062 765 59 59,Switzerland,
bank_232_0000,232,0000,UBS CH,UBS Switzerland AG,Badstrasse 12,Postfach,5401,Baden,056 200 61 11,Switzerland,UBSWCHZH54A
bank_232_0001,232,0001,UBS CH,UBS Switzerland AG,Landstrasse 61,Postfach,5430,Wettingen 1,056 437 66 66,Switzerland,
bank_232_0002,232,0002,UBS CH,UBS Switzerland AG,Hauptstrasse 55,Postfach,5330,Bad Zurzach,056 269 68 11,Switzerland,
bank_232_0003,232,0003,UBS CH,UBS Switzerland AG,Badenerstrasse 26,Postfach 66,5442,Fislisbach,056 483 55 55,Switzerland,
bank_233_0000,233,0000,UBS CH,UBS Switzerland AG,Aeschenplatz 6,Postfach,4002,Basel,061 288 50 50,Switzerland,UBSWCHZH40A
bank_233_0002,233,0002,UBS CH,UBS Switzerland AG,Baslerstrasse 96,Postfach,4123,Allschwil 1,061 486 42 42,Switzerland,
bank_233_0003,233,0003,UBS CH,UBS Switzerland AG,Hauptstrasse 31,Postfach,4144,Arlesheim,061 706 26 26,Switzerland,
bank_233_0005,233,0005,UBS CH,UBS Switzerland AG,"Ahornhof, Türkheimerstrasse",Postfach,4009,Basel,061 306 73 73,Switzerland,
bank_233_0007,233,0007,UBS CH,UBS Switzerland AG,Austrasse 2,Postfach,4153,Reinach BL 1,061 716 72 72,Switzerland,
bank_233_0008,233,0008,UBS CH,UBS Switzerland AG,Baselstrasse 48,Postfach,4125,Riehen 1,061 645 21 21,Switzerland,
bank_233_0009,233,0009,UBS CH,UBS Switzerland AG,Gellert / Hardstrasse 143,Postfach,4020,Basel,061 378 41 41,Switzerland,
bank_233_0010,233,0010,UBS CH,UBS Switzerland AG,Tellplatz 12,Postfach,4018,Basel,061 366 57 57,Switzerland,
bank_233_0012,233,0012,UBS CH,UBS Switzerland AG,Oberwilerstrasse 2,Postfach,4102,Binningen 1,061 426 52 52,Switzerland,
bank_233_0013,233,0013,UBS CH,UBS Switzerland AG,Hauptstrasse 68,Postfach,4132,Muttenz 1,061 467 51 51,Switzerland,
bank_233_0014,233,0014,UBS CH,UBS Switzerland AG,Bahnhofstrasse 5,Postfach,4133,Pratteln 1,061 826 71 71,Switzerland,
bank_233_0016,233,0016,UBS CH,UBS Switzerland AG,Kleinbasel / Claraplatz 2,Postfach,4005,Basel,061 695 20 20,Switzerland,
bank_233_0017,233,0017,UBS CH,UBS Switzerland AG,Centralbahnplatz 6,Postfach,4002,Basel,061 270 46 46,Switzerland,
bank_233_0019,233,0019,UBS CH,UBS Switzerland AG,Lysbüchel / Elsässersrasse 256,Postfach,4013,Basel,061 327 43 43,Switzerland,
bank_233_0020,233,0020,UBS CH,UBS Switzerland AG,Neubad / Neubadstrasse 146,Postfach,4015,Basel,061 306 58 58,Switzerland,
bank_233_0021,233,0021,UBS CH,UBS Switzerland AG,St. Johann / Elsässerstrasse 16,Postfach,4013,Basel,061 385 24 24,Switzerland,
bank_233_0022,233,0022,UBS CH,UBS Switzerland AG,Hauptstrasse 53,Postfach,4127,Birsfelden,061 319 23 23,Switzerland,
bank_233_0024,233,0024,UBS CH,UBS Switzerland AG,Bottmingerstrasse 75,Postfach,4104,Oberwil BL,061 406 76 76,Switzerland,
bank_233_0025,233,0025,UBS CH,UBS Switzerland AG,Marktplatz 17,Postfach,4001,Basel,061 288 89 00,Switzerland,
bank_234_0000,234,0000,UBS CH,UBS Switzerland AG,Largo Elvezia 2,Casella postale,6501,Bellinzona,091 801 31 11,Switzerland,UBSWCHZH65A
bank_234_0001,234,0001,UBS CH,UBS Switzerland AG,Via Stazione,Casella postale,6780,Airolo,091 801 39 11,Switzerland,
bank_234_0003,234,0003,UBS CH,UBS Switzerland AG,Via A. Pini 34,Casella postale,6710,Biasca,091 801 38 11,Switzerland,
bank_234_0006,234,0006,UBS CH,UBS Switzerland AG,Largo Libero Olgiati 79,,6512,Giubiasco,091 801 35 11,Switzerland,
bank_235_0000,235,0000,UBS CH,UBS Switzerland AG,Bubenbergplatz 3,Postfach,3000,Bern 94,031 336 21 11,Switzerland,UBSWCHZH30A
bank_235_0001,235,0001,UBS CH,UBS Switzerland AG,Langenthalstrasse 33,Postfach,4912,Aarwangen,062 916 90 11,Switzerland,
bank_235_0002,235,0002,UBS CH,UBS Switzerland AG,Bümpliz / Bottigenstrasse 2,Postfach,3018,Bern,031 998 72 72,Switzerland,
bank_235_0003,235,0003,UBS CH,UBS Switzerland AG,Länggassstrasse 29,Postfach,3000,Bern 9,031 307 83 83,Switzerland,
bank_235_0004,235,0004,UBS CH,UBS Switzerland AG,Bolligenstrasse 94,Postfach,3065,Bolligen Station,031 917 63 63,Switzerland,
bank_235_0006,235,0006,UBS CH,UBS Switzerland AG,Kramgasse 4,Postfach,3506,Grosshöchstetten,031 710 73 73,Switzerland,
bank_235_0007,235,0007,UBS CH,UBS Switzerland AG,Moosstrasse 2,Postfach,3073,Gümligen,031 958 88 88,Switzerland,
bank_235_0008,235,0008,UBS CH,UBS Switzerland AG,Wangenstrasse 10,Postfach,3360,Herzogenbuchsee,062 956 86 86,Switzerland,
bank_235_0009,235,0009,UBS CH,UBS Switzerland AG,Schwarzenburgstrasse 230,,3098,Köniz,031 978 68 68,Switzerland,
bank_235_0010,235,0010,UBS CH,UBS Switzerland AG,Kreuzplatz 1,Postfach,3510,Konolfingen,031 790 92 92,Switzerland,
bank_235_0012,235,0012,UBS CH,UBS Switzerland AG,Marktgasse 16,Postfach,4901,Langenthal,062 916 95 11,Switzerland,
bank_235_0013,235,0013,UBS CH,UBS Switzerland AG,Thunstrasse 4,Postfach,3110,Münsingen,031 724 74 11,Switzerland,
bank_235_0014,235,0014,UBS CH,UBS Switzerland AG,Burgdorfstrasse 3,Postfach,3672,Oberdiessbach,031 770 79 79,Switzerland,
bank_235_0015,235,0015,UBS CH,UBS Switzerland AG,Dorfstrasse 2,Postfach,4914,Roggwil BE,062 918 91 11,Switzerland,
bank_235_0016,235,0016,UBS CH,UBS Switzerland AG,Chasseralstrasse 156,Postfach,3095,Spiegel b. Bern,031 978 66 66,Switzerland,
bank_235_0018,235,0018,UBS CH,UBS Switzerland AG,Vorstadt 30,Postfach,3380,Wangen an der Aare,032 631 61 61,Switzerland,
bank_235_0019,235,0019,UBS CH,UBS Switzerland AG,Kirchweg 1,Postfach,3076,Worb 1,031 838 64 64,Switzerland,
bank_235_0020,235,0020,UBS CH,UBS Switzerland AG,Bernstrasse 94,Postfach,3052,Zollikofen,031 919 81 81,Switzerland,
bank_235_0021,235,0021,UBS CH,UBS Switzerland AG,Bärenplatz 8,Postfach,3000,Bern 94,031 336 21 11,Switzerland,
bank_235_0022,235,0022,UBS CH,UBS Switzerland AG,Breitenrainstrasse 10,Postfach,3000,Bern 22,031 336 70 11,Switzerland,
bank_235_0024,235,0024,UBS CH,UBS Switzerland AG,Bernstrasse 11,Postfach,3175,Flamatt,031 744 13 11,Switzerland,
bank_235_0025,235,0025,UBS CH,UBS Switzerland AG,Kalchofenstrasse 6,Postfach,3415,Hasle-Rüegsau,034 460 69 11,Switzerland,
bank_235_0026,235,0026,UBS CH,UBS Switzerland AG,Dorfstrasse 4,Postfach,3324,Hindelbank,034 411 84 11,Switzerland,
bank_235_0027,235,0027,UBS CH,UBS Switzerland AG,Talweg 14,Postfach,3063,Ittigen,031 924 12 11,Switzerland,
bank_235_0028,235,0028,UBS CH,UBS Switzerland AG,Solothurnstrasse 4,Postfach,3422,Kirchberg BE,034 448 62 11,Switzerland,
bank_235_0030,235,0030,UBS CH,UBS Switzerland AG,Alleestrasse 10 A,Postfach,3550,Langnau im Emmental,034 409 16 11,Switzerland,
bank_235_0031,235,0031,UBS CH,UBS Switzerland AG,Klosterweg 2,Postfach,3053,Münchenbuchsee,031 868 15 11,Switzerland,
bank_235_0032,235,0032,UBS CH,UBS Switzerland AG,Emmentalstrasse 11,Postfach,3414,Oberburg,034 427 87 11,Switzerland,
bank_235_0035,235,0035,UBS CH,UBS Switzerland AG,Dorfstrasse 17,Postfach,3054,Schüpfen,031 879 67 11,Switzerland,
bank_235_0036,235,0036,UBS CH,UBS Switzerland AG,Emmentalstrasse 14,Postfach,3402,Burgdorf,034 426 77 77,Switzerland,
bank_236_0000,236,0000,UBS CH,UBS Switzerland AG,Piazza Col. C. Bernasconi 5,Casella postale,6830,Chiasso 1,091 801 51 11,Switzerland,UBSWCHZH68B
bank_236_0002,236,0002,UBS CH,UBS Switzerland AG,Via Lavizzari 15,Casella postale,6850,Mendrisio,091 801 59 59,Switzerland,
bank_236_0003,236,0003,UBS CH,UBS Switzerland AG,Viale Serfontana 20,Centro Serfontana,6836,Serfontana,091 801 58 11,Switzerland,
bank_236_0004,236,0004,UBS CH,UBS Switzerland AG,Via Giulia 25,Casella postale,6855,Stabio,091 801 58 80,Switzerland,
bank_238_0000,238,0000,UBS CH,UBS Switzerland AG,Dorfstrasse 94,Postfach,8706,Meilen,044 925 31 11,Switzerland,UBSWCHZH87C
bank_238_0002,238,0002,UBS CH,UBS Switzerland AG,Seestrasse 49,Postfach,8712,Stäfa,044 928 23 23,Switzerland,
bank_239_0000,239,0000,UBS CH,UBS Switzerland AG,Zürcherstrasse 144,Postfach,8501,Frauenfeld,052 723 51 51,Switzerland,UBSWCHZH85A
bank_239_0001,239,0001,UBS CH,UBS Switzerland AG,Bahnhofstrasse 13,Postfach,8580,Amriswil,071 414 55 55,Switzerland,
bank_239_0002,239,0002,UBS CH,UBS Switzerland AG,Obertor 1,Postfach,9220,Bischofszell,071 424 26 55,Switzerland,
bank_240_0000,240,0000,UBS CH,UBS Switzerland AG,Rue du Rhône 8,Case postale,1211,Genève 2,022 375 75 75,Switzerland,UBSWCHZH12A
bank_240_0002,240,0002,UBS CH,UBS Switzerland AG,Route de St-Julien 114,Case postale,1228,Plan-les-Ouates,022 706 23 88,Switzerland,
bank_240_0003,240,0003,UBS CH,UBS Switzerland AG,Rue du Village 28,Case postale,1214,Vernier,022 306 12 11,Switzerland,
bank_240_0004,240,0004,UBS CH,UBS Switzerland AG,Rampe de la Gare 2,Case postale,1290,Versoix,022 775 16 88,Switzerland,
bank_240_0007,240,0007,UBS CH,UBS Switzerland AG,Place du Petit-Saconnex 11,Case postale,1211,Genève 2,022 749 20 11,Switzerland,
bank_240_0009,240,0009,UBS CH,UBS Switzerland AG,Rue de la Servette 75,Case postale,1211,Genève 2,022 748 27 11,Switzerland,
bank_240_0011,240,0011,UBS CH,UBS Switzerland AG,Avenue de Feuillasse 24,Case postale,1217,Meyrin,022 783 21 11,Switzerland,
bank_240_0012,240,0012,UBS CH,UBS Switzerland AG,Lancy-Onex / Rue des Bossons 90,Case postale,1211,Genève 2,022 879 16 11,Switzerland,
bank_240_0013,240,0013,UBS CH,UBS Switzerland AG,Acacias / Rue des Noirettes 35,Case postale,1211,Genève 2,022 375 93 00,Switzerland,
bank_240_0016,240,0016,UBS CH,UBS Switzerland AG,Aéroport Cointrin,Case postale,1211,Genève 2,022 306 14 88,Switzerland,
bank_240_0017,240,0017,UBS CH,UBS Switzerland AG,Place de Cornavin 12,Case postale,1211,Genève 1,022 375 33 47,Switzerland,
bank_240_0018,240,0018,UBS CH,UBS Switzerland AG,Place des Eaux-Vives 2,Case postale,1211,Genève 2,022 787 29 88,Switzerland,
bank_240_0019,240,0019,UBS CH,UBS Switzerland AG,Route de Florissant 59,Case postale,1211,Genève 2,022 704 14 04,Switzerland,
bank_240_0020,240,0020,UBS CH,UBS Switzerland AG,Place du Manoir 16,,1223,Cologny,022 737 20 88,Switzerland,
bank_241_0000,241,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 20,Postfach,3800,Interlaken,033 826 35 55,Switzerland,UBSWCHZH38A
bank_241_0001,241,0001,UBS CH,UBS Switzerland AG,Hauptstrasse,Postfach,3818,Grindelwald,033 854 42 11,Switzerland,
bank_242_0000,242,0000,UBS CH,UBS Switzerland AG,Avenue Léopold-Robert 16,Case postale,2300,"Chaux-de-Fonds, La",032 910 86 11,Switzerland,UBSWCHZH23A
bank_242_0001,242,0001,UBS CH,UBS Switzerland AG,Rue Henry-Grandjean 5,Case postale,2400,"Locle, Le",032 930 78 11,Switzerland,
bank_243_0000,243,0000,UBS CH,UBS Switzerland AG,Place St-François 16,Case postale,1002,Lausanne,021 215 41 11,Switzerland,UBSWCHZH10A
bank_243_0001,243,0001,UBS CH,UBS Switzerland AG,Avenue de Chailly 1,Case postale,1000,Lausanne 12,021 654 94 11,Switzerland,
bank_243_0003,243,0003,UBS CH,UBS Switzerland AG,Grand-Rue 102,Case postale,1110,Morges 1,021 804 77 11,Switzerland,
bank_243_0004,243,0004,UBS CH,UBS Switzerland AG,Route de Cossonay 23,Case postale,1008,Prilly,021 621 76 11,Switzerland,
bank_243_0005,243,0005,UBS CH,UBS Switzerland AG,Place Neuve 2,Case postale,1009,Pully,021 721 75 11,Switzerland,
bank_243_0007,243,0007,UBS CH,UBS Switzerland AG,Centre Universitaire,Case postale,1015,Lausanne,021 215 59 11,Switzerland,
bank_243_0008,243,0008,UBS CH,UBS Switzerland AG,Avenue d'Ouchy 61,Case postale,1000,Lausanne 6,021 614 92 11,Switzerland,
bank_243_0010,243,0010,UBS CH,UBS Switzerland AG,Grand-Rue 47,Case postale,1180,Rolle,021 822 15 11,Switzerland,
bank_243_0011,243,0011,UBS CH,UBS Switzerland AG,Rue de la Gare 4,Case postale,1860,Aigle,024 468 69 11,Switzerland,
bank_243_0012,243,0012,UBS CH,UBS Switzerland AG,Place de l'Hôtel de Ville,Case postale,1040,Echallens,021 886 21 11,Switzerland,
bank_243_0013,243,0013,UBS CH,UBS Switzerland AG,Avenue du 14 Avril 5,Case postale,1020,Renens VD 1,021 632 95 11,Switzerland,
bank_243_0014,243,0014,UBS CH,UBS Switzerland AG,Rue des Laurelles 1,Case postale 42,1304,Cossonay-Ville,021 804 77 88,Switzerland,
bank_244_0000,244,0000,UBS CH,UBS Switzerland AG,Hauptgasse 8,Postfach,9620,Lichtensteig,071 987 47 11,Switzerland,UBSWCHZH96C
bank_244_0002,244,0002,UBS CH,UBS Switzerland AG,Bahnhofstrasse 9,Postfach,9630,Wattwil,071 987 45 11,Switzerland,
bank_245_0000,245,0000,UBS CH,UBS Switzerland AG,Rheinstrasse 12,Postfach,4410,Liestal,061 926 27 27,Switzerland,UBSWCHZH44A
bank_245_0001,245,0001,UBS CH,UBS Switzerland AG,Badweg 2,Postfach,4460,Gelterkinden,061 985 78 78,Switzerland,
bank_245_0004,245,0004,UBS CH,UBS Switzerland AG,Hauptstrasse 54,Postfach,4450,Sissach,061 976 54 54,Switzerland,
bank_245_0005,245,0005,UBS CH,UBS Switzerland AG,Hauptstrasse 37,Postfach,4242,Laufen,061 766 55 55,Switzerland,
bank_245_0007,245,0007,UBS CH,UBS Switzerland AG,Wydehof-Center / Laufenstrasse 4,Postfach,4226,Breitenbach,061 785 75 75,Switzerland,
bank_245_0009,245,0009,UBS CH,UBS Switzerland AG,Kaiserstrasse 9,Postfach,4310,Rheinfelden,061 836 49 49,Switzerland,
bank_245_0010,245,0010,UBS CH,UBS Switzerland AG,Hauptstrasse 73,Postfach,5070,Frick,062 832 47 47,Switzerland,
bank_246_0000,246,0000,UBS CH,UBS Switzerland AG,Piazza Grande 1,Casella postale,6601,Locarno 1,091 801 15 11,Switzerland,UBSWCHZH66A
bank_246_0001,246,0001,UBS CH,UBS Switzerland AG,Viale Monte Verità 1,Casella postale 533,6612,Ascona,091 801 13 11,Switzerland,
bank_246_0003,246,0003,UBS CH,UBS Switzerland AG,Via San Gottardo 77,Casella postale,6596,Gordola,091 801 12 50,Switzerland,
bank_247_0000,247,0000,UBS CH,UBS Switzerland AG,Piazzetta della Posta,Casella postale,6901,Lugano,091 801 71 11,Switzerland,UBSWCHZH69A
bank_247_0001,247,0001,UBS CH,UBS Switzerland AG,Cassarate / Viale Castagnola 21,Casella postale,6906,Lugano,091 801 80 50,Switzerland,
bank_247_0002,247,0002,UBS CH,UBS Switzerland AG,Paradiso / Via G. Guisan 1,Casella postale,6902,Lugano,091 801 80 80,Switzerland,
bank_247_0004,247,0004,UBS CH,UBS Switzerland AG,Via Cantonale 18,Casella postale,6928,Manno,091 801 79 30,Switzerland,
bank_247_0005,247,0005,UBS CH,UBS Switzerland AG,Via Giulio Pocobelli 1,Casella postale,6815,Melide,091 801 99 11,Switzerland,
bank_247_0006,247,0006,UBS CH,UBS Switzerland AG,Via Lugano 27,Casella postale,6988,Ponte Tresa,091 801 98 11,Switzerland,
bank_247_0007,247,0007,UBS CH,UBS Switzerland AG,Via Lugano 15,World Trade Center,6982,Agno,091 801 65 11,Switzerland,
bank_247_0009,247,0009,UBS CH,UBS Switzerland AG,Via S. Gottardo 154,,6942,Savosa,091 801 64 11,Switzerland,
bank_248_0000,248,0000,UBS CH,UBS Switzerland AG,Bahnhofplatz 2,Postfach,6002,Luzern,041 208 11 11,Switzerland,UBSWCHZH60A
bank_248_0002,248,0002,UBS CH,UBS Switzerland AG,Seestrasse 20,Postfach,6052,Hergiswil NW,041 632 88 88,Switzerland,
bank_248_0003,248,0003,UBS CH,UBS Switzerland AG,Gemeindehausstrasse 1,Postfach,6011,Kriens,041 329 69 40,Switzerland,
bank_248_0005,248,0005,UBS CH,UBS Switzerland AG,Würzenbachstrasse 21,Postfach,6000,Luzern 15,041 208 16 66,Switzerland,
bank_248_0006,248,0006,UBS CH,UBS Switzerland AG,Buochserstrasse 2,Postfach,6371,Stans,041 618 28 30,Switzerland,
bank_248_0009,248,0009,UBS CH,UBS Switzerland AG,Bahnhofstrasse 28,Postfach,6403,Küssnacht am Rigi,041 854 26 26,Switzerland,
bank_248_0010,248,0010,UBS CH,UBS Switzerland AG,Bahnhofplatz 1,Postfach,6061,Sarnen,041 666 72 72,Switzerland,
bank_249_0000,249,0000,UBS CH,UBS Switzerland AG,Avenue du Casino 41,Case postale,1820,Montreux 1,021 966 78 11,Switzerland,UBSWCHZH18D
bank_249_0001,249,0001,UBS CH,UBS Switzerland AG,Avenue Centrale,Case postale,1884,Villars-sur-Ollon,024 496 20 11,Switzerland,
bank_250_0000,250,0000,UBS CH,UBS Switzerland AG,Rathausstrasse 8,Postfach,8640,Rapperswil SG,055 221 31 11,Switzerland,UBSWCHZH86M
bank_251_0000,251,0000,UBS CH,UBS Switzerland AG,Römerhofplatz 5,,8032,Zürich,044 265 81 11,Switzerland,UBSWCHZH80H
bank_251_0002,251,0002,UBS CH,UBS Switzerland AG,Witikon / Witikonerstrasse 285,Postfach,8053,Zürich,044 265 85 11,Switzerland,
bank_252_0000,252,0000,UBS CH,UBS Switzerland AG,Hauptstrasse 78,Postfach,9401,Rorschach,071 844 41 11,Switzerland,UBSWCHZH94A
bank_253_0000,253,0000,UBS CH,UBS Switzerland AG,Bahnhofstrasse 5,Postfach,8630,Rüti ZH,055 251 21 21,Switzerland,UBSWCHZH86P
