id,clearing,branch_code,code,name,street,street2,zip,city,phone,country,bic
bank_80094_0007,80094,0007,Raiffeisen,Raiffeisenbank Worblen-Emmental,Bahnhofplatz 5,,3076,Worb,031 838 55 55,,RAIFCH22094
bank_80094_0008,80094,0008,Raiffeisen,Raiffeisenbank Worblen-Emmental,Talweg 2,,3063,Ittigen,031 838 55 55,,RAIFCH22094
bank_80097_0000,80097,0000,Raiffeisen,Raiffeisenbank Laufental-Thierstein,Bahnhofstrasse 17,,4242,Laufen,061 766 95 55,,RAIFCH22097
bank_80097_0003,80097,0003,Raiffeisen,Raiffeisenbank Laufental-Thierstein,Breitenbachstrasse 38,,4227,Büsserach,061 766 95 55,,RAIFCH22097
bank_80097_0004,80097,0004,Raiffeisen,Raiffeisenbank Laufental-Thierstein,Zullwilerstrasse 4,,4208,Nunningen,061 766 95 55,,RAIFCH22097
bank_80097_0005,80097,0005,Raiffeisen,Raiffeisenbank Laufental-Thierstein,Lüsselpark 1,,4226,Breitenbach,061 766 95 55,,RAIFCH22097
bank_80098_0000,80098,0000,Raiffeisen,Raiffeisenbank Gürbe,Dorfstrasse 11,Postfach 112,3123,Belp,031 818 20 40,,RAIFCH22098
bank_80098_0004,80098,0004,Raiffeisen,Raiffeisenbank Gürbe,Dorfstrasse 7,,3634,Thierachern,031 818 20 40,,RAIFCH22098
bank_80098_0006,80098,0006,Raiffeisen,Raiffeisenbank Gürbe,Postgasse 4,,3665,Wattenwil,031 818 20 40,,RAIFCH22098
bank_80102_0000,80102,0000,Raiffeisen,Banque Raiffeisen Sarine-Ouest,Route de Fribourg 4,Case postale 66,1782,Belfaux,026 476 62 00,,RAIFCH22102
bank_80105_0000,80105,0000,Raiffeisen,Banque Raiffeisen Région Marly-Cousimbert,Route de Montena 1,,1728,Rossens FR,026 413 96 00,,RAIFCH22105
bank_80105_0004,80105,0004,Raiffeisen,Banque Raiffeisen Région Marly-Cousimbert,Route de Fribourg 11,,1634,"Roche FR, La",026 413 96 00,,RAIFCH22105
bank_80105_0005,80105,0005,Raiffeisen,Banque Raiffeisen Région Marly-Cousimbert,Route du Pafuet 1,,1724,"Mouret, Le",026 413 96 00,,RAIFCH22105
bank_80105_0006,80105,0006,Raiffeisen,Banque Raiffeisen Région Marly-Cousimbert,Route du Chevalier 3,,1723,Marly,026 413 96 00,,RAIFCH22105
bank_80105_0008,80105,0008,Raiffeisen,Banque Raiffeisen Région Marly-Cousimbert,Boulevard de Pérolles 21A,,1700,Fribourg,026 413 96 00,,RAIFCH22105
bank_80129_0000,80129,0000,Raiffeisen,Banque Raiffeisen Moléson,Rue de l'Ancien Comté 27,,1635,"Tour-de-Trême, La",026 913 27 00,,RAIFCH22129
bank_80129_0007,80129,0007,Raiffeisen,Banque Raiffeisen Moléson,Rue de la Gruyère 69,,1632,Riaz,026 913 27 00,,RAIFCH22129
bank_80129_0008,80129,0008,Raiffeisen,Banque Raiffeisen Moléson,Place du Village 1,,1617,Remaufens,026 913 27 00,,RAIFCH22129
bank_80129_0009,80129,0009,Raiffeisen,Banque Raiffeisen Moléson,Route du Devin 2,,1623,Semsales,026 913 27 00,,RAIFCH22129
bank_80129_0010,80129,0010,Raiffeisen,Banque Raiffeisen Moléson,Place des Alpes 20,,1630,Bulle,026 913 27 00,,RAIFCH22129
bank_80129_0011,80129,0011,Raiffeisen,Banque Raiffeisen Moléson,Route Principale 174,,1628,Vuadens,026 913 27 00,,RAIFCH22129
bank_80129_0012,80129,0012,Raiffeisen,Banque Raiffeisen Moléson,Route de Billens 14,,1680,Romont FR,026 913 27 00,,RAIFCH22129
bank_80129_0013,80129,0013,Raiffeisen,Banque Raiffeisen Moléson,Chemin du Soleil 1,,1670,Ursy,026 913 27 00,,RAIFCH22129
bank_80129_0015,80129,0015,Raiffeisen,Banque Raiffeisen Moléson,Village d'en Haut 1,,1637,Charmey (Gruyère),026 913 27 00,,RAIFCH22129
bank_80139_0000,80139,0000,Raiffeisen,Banque Raiffeisen Broye Vully Lac,Vy d'Avenches 1,,1564,Domdidier,026 662 37 37,,RAIFCH22139
bank_80139_0006,80139,0006,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Rue Centrale 56,,1776,Montagny-la-Ville,026 662 37 37,,RAIFCH22139
bank_80139_0007,80139,0007,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Route de la Chapelle 11,,1470,Estavayer-le-Lac,026 662 37 37,,RAIFCH22139
bank_80139_0008,80139,0008,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Route Principale 20,,1786,Sugiez,026 662 37 37,,RAIFCH22139
bank_80159_0000,80159,0000,Raiffeisen,Banque Raiffeisen Fribourg-Ouest,Route de Moncor 12,Case postale 150,1752,Villars-sur-Glâne,026 408 40 00,,RAIFCH22159
bank_80181_0000,80181,0000,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Rue de Bernex 259A,,1233,Bernex,022 879 10 10,,RAIFCH22181
bank_80181_0001,80181,0001,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Chemin de Gué 99,,1213,"Petit-Lancy, Le",022 879 10 10,,RAIFCH22181
bank_80181_0002,80181,0002,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Rond-Point de Plainpalais 2A,,1205,Genève,022 879 10 10,,RAIFCH22181
bank_80187_0000,80187,0000,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Rue du Marché 11,,1227,Carouge GE,022 884 01 00,,RAIFCH22187
bank_80187_0001,80187,0001,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Rte de St-Julien 145,,1228,Plan-les-Ouates,022 884 01 00,,RAIFCH22187
bank_80187_0002,80187,0002,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Avenue Krieg 15,,1208,Genève,022 884 01 00,,RAIFCH22187
bank_80187_0003,80187,0003,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Route de Veyrier 264A,,1255,Veyrier,022 884 01 00,,RAIFCH22187
bank_80187_0004,80187,0004,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Route d'Hermance 116,,1245,Collonge-Bellerive,022 884 01 00,,RAIFCH22187
bank_80187_0005,80187,0005,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Cours de Rive 4,,1204,Genève,022 884 01 00,,RAIFCH22187
bank_80187_0006,80187,0006,Raiffeisen,Banque Raiffeisen Genève Rive Gauche,Rue Peillonnex 2,,1225,Chêne-Bourg,022 884 01 00,,RAIFCH22187
bank_80188_0000,80188,0000,Raiffeisen,Banque Raiffeisen d'Arve et Lac,Rue Peillonnex 2,Case postale 77,1225,Chêne-Bourg,022 869 25 00,,RAIFCH22188
bank_80206_0000,80206,0000,Raiffeisen,Banque Raiffeisen de Meyrin,,Case postale 9,1217,Meyrin,022 782 06 90,,RAIFCH22206
bank_80210_0000,80210,0000,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Chemin de l'Etang 76,,1219,Châtelaine,022 930 91 91,,RAIFCH22210
bank_80210_0002,80210,0002,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Chemin Edouard-Sarasin 24A,,1218,"Grand-Saconnex, Le",022 930 91 91,,RAIFCH22210
bank_80210_0003,80210,0003,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Rue de Lyon 2,,1201,Genève,022 930 91 91,,RAIFCH22210
bank_80210_0004,80210,0004,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Chemin Antoine-Verchère 3,,1217,Meyrin,022 930 91 91,,RAIFCH22210
bank_80210_0006,80210,0006,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Route d'Aire-la-Ville 214,,1242,Satigny,022 930 91 91,,RAIFCH22210
bank_80210_0007,80210,0007,Raiffeisen,Banque Raiffeisen Villes et Vignobles genevois,Avenue de Feuillasse 24,,1217,Meyrin,022 930 91 91,,RAIFCH22210
bank_80215_0000,80215,0000,Raiffeisen,Banque Raiffeisen de la Versoix,Place Charles David 11,Case postale 228,1290,Versoix,022 950 91 91,,RAIFCH22215
bank_80215_0005,80215,0005,Raiffeisen,Banque Raiffeisen de la Versoix,Rue du Mont-Blanc 19,,1201,Genève,022 950 91 91,,RAIFCH22215
bank_80237_0000,80237,0000,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Av. Léopold-Robert 11,,2300,"Chaux-de-Fonds, La",032 910 51 00,,RAIFCH22237
bank_80237_0001,80237,0001,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Rue du Temple 19,,2400,"Locle, Le",032 910 51 00,,RAIFCH22237
bank_80237_0002,80237,0002,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Rue de l'Industrie 7,,2316,"Ponts-de-Martel, Les",032 910 51 00,,RAIFCH22237
bank_80241_0000,80241,0000,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 5,,2000,Neuchâtel,032 836 41 00,,RAIFCH22241
bank_80241_0001,80241,0001,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Temple 9,,2022,Bevaix,032 836 41 00,,RAIFCH22241
bank_80241_0002,80241,0002,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue Haute 21,,2013,Colombier NE,032 836 41 00,,RAIFCH22241
bank_80241_0006,80241,0006,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Grand-Rue 30,,2072,St-Blaise,032 836 41 00,,RAIFCH22241
bank_80241_0007,80241,0007,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Avenue de la Gare 12,,2114,Fleurier,032 836 41 00,,RAIFCH22241
bank_80241_0008,80241,0008,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Route de Neuchâtel 1,,2520,"Neuveville, La",032 836 41 00,,RAIFCH22241
bank_80241_0009,80241,0009,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 1,,2000,Neuchâtel,032 836 41 00,,RAIFCH22241
bank_80241_0010,80241,0010,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Centre 8,,2023,Gorgier,032 836 41 00,,RAIFCH22241
bank_80241_0011,80241,0011,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Collège 1,,2207,Coffrane,032 836 41 00,,RAIFCH22241
bank_80241_0012,80241,0012,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue de l'Epervier 4,,2053,Cernier,032 836 41 00,,RAIFCH22241
bank_80251_0000,80251,0000,Raiffeisen,Banque Raiffeisen du Val-de-Ruz,Rue du Collège 1,,2207,Coffrane,032 858 24 24,,RAIFCH22251
bank_80261_0000,80261,0000,Raiffeisen,Banque Raiffeisen Val-de-Travers,Avenue de la Gare 12,Case postale 376,2114,Fleurier,032 862 20 00,,RAIFCH22261
bank_80272_0000,80272,0000,Raiffeisen,Banca Raiffeisen del Basso Mendrisiotto,Corso San Gottardo 54A,Casella postale 2863,6830,Chiasso,091 690 55 11,,RAIFCH22272
bank_80272_0002,80272,0002,Raiffeisen,Banca Raiffeisen del Basso Mendrisiotto,Via San Gottardo 61,,6828,Balerna,091 690 55 11,,RAIFCH22272
bank_80280_0000,80280,0000,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via San Gottardo 67,,6596,Gordola,091 735 12 12,,RAIFCH22280
bank_80280_0004,80280,0004,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Locarno 1,,6516,Cugnasco,091 735 12 12,,RAIFCH22280
bank_80280_0006,80280,0006,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Stazione 15,,6593,Cadenazzo,091 735 12 12,,RAIFCH22280
bank_80280_0007,80280,0007,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Cantonale 60,,6574,Vira (Gambarogno),091 735 12 12,,RAIFCH22280
bank_80281_0000,80281,0000,Raiffeisen,Banca Raiffeisen Centovalli Pedemonte Onsernone,Stradon 53,,6653,Verscio,091 785 61 10,,RAIFCH22281
bank_80283_0000,80283,0000,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Grumo 31,,6929,Gravesano,091 960 30 10,,RAIFCH22283
bank_80283_0006,80283,0006,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Cantonale 86,,6802,Rivera,091 960 30 10,,RAIFCH22283
bank_80287_0000,80287,0000,Raiffeisen,Banca Raiffeisen Basso Ceresio,Via Cantonale 85,Casella postale 36,6818,Melano,091 640 29 29,,RAIFCH22287
bank_80287_0004,80287,0004,Raiffeisen,Banca Raiffeisen Basso Ceresio,Piazza Zorzi 2,,6816,Bisone,091 640 29 29,,RAIFCH22287
bank_80287_0005,80287,0005,Raiffeisen,Banca Raiffeisen Basso Ceresio,Via dell' Indipenza 8,,6826,Riva San Vitale,091 640 29 29,,RAIFCH22287
bank_80290_0000,80290,0000,Raiffeisen,Banca Raiffeisen Morbio-Vacallo,Via Asilo 3,Casella postale 35,6834,Morbio Inferiore,091 697 57 00,,RAIFCH22290
bank_80290_0001,80290,0001,Raiffeisen,Banca Raiffeisen Morbio-Vacallo,Via Gen. Guisan 2,,6833,Vacallo,091 697 57 75,,RAIFCH22290
bank_80307_0000,80307,0000,Raiffeisen,Banca Raiffeisen Malcantonese,Via Contrada Nuova 3,,6982,Agno,091 611 18 00,,RAIFCH22307
bank_80317_0000,80317,0000,Raiffeisen,Banca Raiffeisen del Malcantone,Via Stazione 20,,6987,Caslano,091 616 18 00,,RAIFCH22317
bank_80317_0003,80317,0003,Raiffeisen,Banca Raiffeisen del Malcantone,Via Cantonale,,6998,Monteggio,091 608 16 26,,RAIFCH22317
bank_80317_0004,80317,0004,Raiffeisen,Banca Raiffeisen del Malcantone,Contrada Nuova 3,,6982,Agno,091 611 18 00,,RAIFCH22317
bank_80317_0005,80317,0005,Raiffeisen,Banca Raiffeisen del Malcantone,Piazzale Demarta,,6986,Novaggio,091 611 18 00,,RAIFCH22317
bank_80317_0006,80317,0006,Raiffeisen,Banca Raiffeisen del Malcantone,Via Cademario 9,,6934,Bioggio,091 611 18 00,,RAIFCH22317
bank_80332_0000,80332,0000,Raiffeisen,Banca Raiffeisen del Monte San Giorgio,Via Mastri Ligornettesi 17,,6853,Ligornetto,091 640 91 00,,RAIFCH22332
bank_80333_0000,80333,0000,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Al Croséll 4,,6673,Maggia,091 759 02 50,,RAIFCH22333
bank_80333_0001,80333,0001,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Via Buonamano 5,,6612,Ascona,091 759 02 50,,RAIFCH22333
bank_80333_0002,80333,0002,Raiffeisen,Banca RaiffeisenLosone Pedemonte Vallemaggia,Via R. Leoncavallo 33,,6614,Brissago,091 759 02 50,,RAIFCH22333
bank_80333_0003,80333,0003,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Via S. Materno 1,,6616,Losone,091 759 02 50,,RAIFCH22333
bank_80333_0004,80333,0004,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Stradon 53,,6653,Verscio,091 759 02 50,,RAIFCH22333
bank_80333_0005,80333,0005,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Via Cantonale,,6655,Intragna,091 759 02 50,,RAIFCH22333
bank_80333_0006,80333,0006,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Piazza 5,,6675,Cevio,091 759 02 50,,RAIFCH22333
bank_80335_0000,80335,0000,Raiffeisen,Banca Raiffeisen Vallemaggia,Via Cantonale,,6673,Maggia,091 759 02 50,,RAIFCH22335
bank_80340_0000,80340,0000,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via Lavizzari 19A,Casella postale 1159,6850,Mendrisio,091 640 34 34,,RAIFCH22340
bank_80340_0001,80340,0001,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via G.B. Maggi,,6874,Castel San Pietro,091 640 34 34,,RAIFCH22340
bank_80340_0003,80340,0003,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via V. Vela 9,,6862,Rancate,091 640 34 34,,RAIFCH22340
bank_80340_0004,80340,0004,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via Mastri Ligornettesi 17,,6853,Ligornetto,091 640 34 34,,RAIFCH22340
bank_80344_0000,80344,0000,Raiffeisen,Banca Raiffeisen del Camoghè,Via della Posta 7,,6512,Giubiasco,091 851 34 60,,RAIFCH22344
bank_80344_0001,80344,0001,Raiffeisen,Banca Raiffeisen del Camoghè,Via al Ticino 30,,6514,Sementina,091 851 34 60,,RAIFCH22344
bank_80344_0002,80344,0002,Raiffeisen,Banca Raiffeisen del Camoghè,el Cunvént 7,,6513,Monte Carasso,091 851 34 60,,RAIFCH22344
bank_80350_0000,80350,0000,Raiffeisen,Banca Raiffeisen Tre Valli,Via A. Giovannini 4,,6710,Biasca,091 873 99 00,,RAIFCH22350
bank_80350_0001,80350,0001,Raiffeisen,Banca Raiffeisen Tre Valli,Via Campagnora 19,,6713,Malvaglia,091 873 99 00,,RAIFCH22350
bank_80350_0002,80350,0002,Raiffeisen,Banca Raiffeisen Tre Valli,Via Lucomagno 66,,6718,Olivone,091 873 99 00,,RAIFCH22350
bank_80350_0004,80350,0004,Raiffeisen,Banca Raiffeisen Tre Valli,Via Cantonale 147,,6527,Lodrino,091 873 99 00,,RAIFCH22350
bank_80350_0005,80350,0005,Raiffeisen,Banca Raiffeisen Tre Valli,Piazza Stefano Franscini 6,,6760,Faido,091 873 99 00,,RAIFCH22350
bank_80350_0006,80350,0006,Raiffeisen,Banca Raiffeisen Tre Valli,Via San Gottardo 41,,6780,Airolo,091 873 99 00,,RAIFCH22350
bank_80362_0000,80362,0000,Raiffeisen,Banca Raiffeisen Colline del Ceresio,Via San Gottardo 139,Casella postale 544,6942,Savosa,091 961 01 01,,RAIFCH22362
bank_80362_0002,80362,0002,Raiffeisen,Banca Raiffeisen Colline del Ceresio,Via Polar 69,,6932,Breganzona,091 960 37 70,,RAIFCH22362
bank_80365_0000,80365,0000,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Boff 2,,6855,Stabio,091 640 71 71,,RAIFCH22365
bank_80365_0001,80365,0001,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Boschetto 1,,6883,Novazzano,091 640 71 71,,RAIFCH22365
bank_80365_0002,80365,0002,Raiffeisen,Banca Raiffeisen della Campagnadorna,Piazza Baraini,,6852,Genestrerio,091 640 71 71,,RAIFCH22365
bank_80365_0003,80365,0003,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Monte Generoso 2,,6877,Coldrerio,091 640 71 71,,RAIFCH22365
bank_80366_0000,80366,0000,Raiffeisen,Banca Raiffeisen del Cassarate,Piazza Motta,,6950,Tesserete,091 936 36 36,,RAIFCH22366
bank_80366_0003,80366,0003,Raiffeisen,Banca Raiffeisen del Cassarate,Via Campagna 2,,6965,Cadro,091 936 36 66,,RAIFCH22366
bank_80366_0004,80366,0004,Raiffeisen,Banca Raiffeisen del Cassarate,Via Massagno 1a,,6952,Canobbio,091 936 36 76,,RAIFCH22366
bank_80375_0000,80375,0000,Raiffeisen,Banca Raiffeisen Lugano,Via Pretorio 22,,6900,Lugano,091 911 90 01,,RAIFCH22375
bank_80375_0001,80375,0001,Raiffeisen,Banca Raiffeisen Lugano,Via Cersesio 55,,6963,Pregassona,091 911 90 01,,RAIFCH22375
bank_80379_0000,80379,0000,Raiffeisen,Banca Raiffeisen Locarno,Piazza Muraccio 6,Casella postale 441,6601,Locarno,091 756 10 70,,RAIFCH22379
bank_80379_0001,80379,0001,Raiffeisen,Banca Raiffeisen Locarno,Via Vallemaggia 73,,6600,Solduno,091 756 10 70,,RAIFCH22379
bank_80379_0002,80379,0002,Raiffeisen,Banca Raiffeisen Locarno,Piazza Stazione 4A,,6600,Muralto,091 756 10 70,,RAIFCH22379
bank_80379_0003,80379,0003,Raiffeisen,Banca Raiffeisen Locarno,Via San Gottardo 80A,,6648,Minusio,091 756 10 70,,RAIFCH22379
bank_80387_0000,80387,0000,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,Via G. Jauch 1,,6501,Bellinzona,091 826 16 76,,RAIFCH22387
bank_80387_0003,80387,0003,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,Viale Moesa 2,,6517,Arbedo,091 829 29 60,,RAIFCH22387
bank_80387_0007,80387,0007,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,In Ponton 2,,6702,Claro,091 863 10 33,,RAIFCH22387
bank_80401_0000,80401,0000,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,En Chamard 41 C,,1442,Montagny-près-Yverdon,024 447 80 00,,RAIFCH22401
bank_80401_0007,80401,0007,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,Rue Cerntrale 6,,1450,Ste-Croix,024 447 80 00,,RAIFCH22401
bank_80401_0011,80401,0011,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,Grand-Rue 9,,1337,Vallorbe,024 447 80 00,,RAIFCH22401
bank_80403_0000,80403,0000,Raiffeisen,Banque Raiffeisen Talent-Menthue,Rue du Château 4,Case postale 28,1376,Goumoens-la-Ville,021 886 02 02,,RAIFCH22403
bank_80414_0000,80414,0000,Raiffeisen,Banque Raiffeisen d'Assens-Talent,Rte St-Germain 3,,1042,Assens,021 887 07 07,,RAIFCH22414
bank_80414_0002,80414,0002,Raiffeisen,Banque Raiffeisen d'Assens-Talent,Rte de Lausanne 10,,1033,Cheseaux-sur-Lausanne,021 887 07 07,,RAIFCH22414
bank_80414_0003,80414,0003,Raiffeisen,Banque Raiffeisen d'Assens-Talent,Rue du Centre 21,,1023,Crissier,021 887 07 07,,RAIFCH22414
bank_80414_0004,80414,0004,Raiffeisen,Banque Raiffeisen d'Assens-Talent,Rue de la Mèbre 4,,1020,Renens,021 887 07 07,,RAIFCH22414
bank_80414_0005,80414,0005,Raiffeisen,Banque Raiffeisen d'Assens-Talent,Rue du Château 4,,1376,Goumoens-la-Ville,021 887 07 07,,RAIFCH22414
bank_80430_0000,80430,0000,Raiffeisen,Banque Raiffeisen de la Riviera,Rue du Château 2,Case postale 78,1804,Corsier-sur-Vevey,021 921 32 88,,RAIFCH22430
bank_80430_0002,80430,0002,Raiffeisen,Banque Raiffeisen de la Riviera,Place de la Gare 7,Case postale 164,1807,Blonay,021 921 32 88,,RAIFCH22430
bank_80430_0006,80430,0006,Raiffeisen,Banque Raiffeisen de la Riviera,Quai Grand'Rive 10,Case postale 315,1844,Villeneuve VD,021 921 32 88,,RAIFCH22430
bank_80430_0007,80430,0007,Raiffeisen,Banque Raiffeisen de la Riviera,Rue du Simplon 48,Case postale 155,1800,Vevey,021 921 32 88,,RAIFCH22430
bank_80434_0000,80434,0000,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,Route de Lausanne 1,Case postale 291,1040,Echallens,021 886 20 40,,RAIFCH22434
bank_80434_0002,80434,0002,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,Rte de Coppoz,,1052,"Mont-sur-Lausanne, Le",021 886 20 40,,RAIFCH22434
bank_80434_0005,80434,0005,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,La Vy-de-Bottens 2,,1055,Froideville,021 886 20 40,,RAIFCH22434
bank_80434_0006,80434,0006,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,Route des Flumeaux 6,Case postale 11,1008,Prilly,021 886 20 40,,RAIFCH22434
bank_80434_0007,80434,0007,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,Rue de la Poste 10,Case postale 23,1410,Thierrens,021 886 20 40,,RAIFCH22434
bank_80442_0000,80442,0000,Raiffeisen,Banque Raiffeisen Nyon-La Vallée,Avenue Alfred-Cortot 14,,1260,Nyon,022 365 14  00,,RAIFCH22442
bank_80442_0002,80442,0002,Raiffeisen,Banque Raiffeisen Nyon-La Vallée,Route de France 2,,1348,"Brassus, Le",021 845 50 55,,RAIFCH22442
bank_80442_0003,80442,0003,Raiffeisen,Banque Raiffeisen Nyon-La Vallée,Vy-de-Montorge 1,,1295,Mies,022 365 14 50,,RAIFCH22442
bank_80445_0000,80445,0000,Raiffeisen,Banque Raiffeisen du Mont-Tendre,Rue du Bourg 11,,1147,Montricher,021 800 92 92,,RAIFCH22445
bank_80445_0001,80445,0001,Raiffeisen,Banque Raiffeisen du Mont-Tendre,Rue de Chabiez 2,,1148,"Isle, L'",021 800 92 92,,RAIFCH22445
bank_80445_0004,80445,0004,Raiffeisen,Banque Raiffeisen du Mont-Tendre,La Vy de Ballens 6,,1145,Bière,021 800 92 92,,RAIFCH22445
bank_80445_0005,80445,0005,Raiffeisen,Banque Raiffeisen du Mont-Tendre,Route de Bière 3,,1143,Apples,021 800 92 92,,RAIFCH22445
bank_80447_0000,80447,0000,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Place du Centre 1,,1860,Aigle,024 493 50 00,,RAIFCH22447
bank_80447_0002,80447,0002,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Rue Centrale 37,,1880,Bex,024 493 50 00,,RAIFCH22447
bank_80447_0006,80447,0006,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,"Place du Cotterd, 7",,1867,Ollon VD,024 493 50 00,,RAIFCH22447
bank_80447_0007,80447,0007,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Route de la Cité 16,,1854,Leysin,024 493 50 00,,RAIFCH22447
bank_80447_0008,80447,0008,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Rue de la Gare 9,,1865,"Diablerets, Les",024 493 50 00,,RAIFCH22447
bank_80447_0009,80447,0009,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Route de la Gare 12,,1660,Château-d'Oex,024 493 50 00,,RAIFCH22447
bank_80447_0011,80447,0011,Raiffeisen,Banque Raiffeisen Alpes Chablais Vaudois,Place de la Gare 3,,1659,Rougemont,024 493 50 00,,RAIFCH22447
bank_80451_0000,80451,0000,Raiffeisen,Banque Raiffeisen Lausanne Haute-Broye-Jorat,Voie du Chariot 7,,1003,Lausanne,021 907 39 00,,RAIFCH22451
bank_80451_0001,80451,0001,Raiffeisen,Banque Raiffeisen Lausanne Haute-Broye-Jorat,Ruelle du Pasteur Martin 5,Case postale 73,1083,Mézières VD,021 907 39 00,,RAIFCH22451
bank_80451_0004,80451,0004,Raiffeisen,Banque Raiffeisen Lausanne Haute-Broye-Jorat,Rte de Lausanne 15,Case postale 76,1610,Oron-la-Ville,021 907 39 00,,RAIFCH22451
bank_80451_0005,80451,0005,Raiffeisen,Banque Raiffeisen Lausanne Haute-Broye-Jorat,Rte de la Croix-Blanche 44,,1066,Epalinges,021 907 39 00,,RAIFCH22451
bank_80454_0000,80454,0000,Raiffeisen,Banque Raiffeisen de Lavaux,Chemin de Publoz 11,Case postale 17,1070,Puidoux,021 946 02 00,,RAIFCH22454
bank_80454_0002,80454,0002,Raiffeisen,Banque Raiffeisen de Lavaux,Chemin du Pré-de-la Tour 11,,1009,Pully,021 946 02 00,,RAIFCH22454
bank_80454_0003,80454,0003,Raiffeisen,Banque Raiffeisen de Lavaux,Grand-Rue 37,,1095,Lutry,021 946 02 00,,RAIFCH22454
bank_80460_0000,80460,0000,Raiffeisen,Banque Raiffeisen Morges Venoge,Rue du Centre 172,,1025,St-Sulpice VD,021 805 85 85,,RAIFCH22460
bank_80460_0005,80460,0005,Raiffeisen,Banque Raiffeisen Morges Venoge,Chemin Neuf 4,,1163,Etoy,021 805 85 85,,RAIFCH22460
bank_80460_0007,80460,0007,Raiffeisen,Banque Raiffeisen Morges Venoge,Rue du Chêne 1,,1315,"Sarraz, La",021 805 85 85,,RAIFCH22460
