id,zip_type,city,valid_from,onrp,communitynumber_bfs,country_id/id,sort,lang,additional_digit,post_delivery_through,state_id/id,name
npa_1000 Lausanne,20,Lausanne,1988-03-01,104,5586,base.ch,0,2,0,130,l10n_ch_states.state_VD,1000
zip_105,80,Lausanne 1 Dépôt,2005-04-01,105,5586,base.ch,0,2,1,130,l10n_ch_states.state_VD,1000
zip_106,80,Lausanne 2,2008-01-01,106,5586,base.ch,0,2,2,149,l10n_ch_states.state_VD,1000
zip_107,30,Lausanne 3,1986-05-21,107,5586,base.ch,0,2,3,107,l10n_ch_states.state_VD,1000
zip_110,80,Lausanne Ouchy,2014-04-01,110,5586,base.ch,0,2,6,130,l10n_ch_states.state_VD,1000
zip_111,30,Lausanne 7,1993-09-28,111,5586,base.ch,0,2,7,111,l10n_ch_states.state_VD,1000
zip_112,30,Lausanne 8,1997-05-20,112,5586,base.ch,0,2,8,112,l10n_ch_states.state_VD,1000
zip_114,30,Lausanne 12,1994-06-21,114,5586,base.ch,0,2,12,114,l10n_ch_states.state_VD,1000
zip_116,30,Lausanne 14,1992-02-10,116,5586,base.ch,0,2,14,116,l10n_ch_states.state_VD,1000
zip_117,30,Lausanne 16,1986-05-21,117,5586,base.ch,0,2,16,117,l10n_ch_states.state_VD,1000
zip_118,80,Lausanne 17,2006-06-01,118,5586,base.ch,0,2,17,130,l10n_ch_states.state_VD,1000
zip_119,80,Lausanne 19,2004-05-01,119,5586,base.ch,0,2,19,130,l10n_ch_states.state_VD,1000
zip_120,30,Lausanne 20,1993-09-06,120,5586,base.ch,0,2,20,120,l10n_ch_states.state_VD,1000
zip_121,30,Lausanne 21,1986-05-21,121,5586,base.ch,0,2,21,121,l10n_ch_states.state_VD,1000
zip_122,30,Lausanne 22,1986-05-21,122,5586,base.ch,0,2,22,122,l10n_ch_states.state_VD,1000
zip_123,30,Lausanne 23,1991-06-27,123,5586,base.ch,0,2,23,123,l10n_ch_states.state_VD,1000
zip_124,80,Lausanne 24 Vennes,2006-06-01,124,5586,base.ch,0,2,24,130,l10n_ch_states.state_VD,1000
npa_1000 Lausanne 25,20,Lausanne 25,2012-10-01,125,5586,base.ch,1,2,25,7496,l10n_ch_states.state_VD,1000
npa_1000 Lausanne 26,10,Lausanne 26,1986-05-21,126,5586,base.ch,1,2,26,126,l10n_ch_states.state_VD,1000
npa_1000 Lausanne 27,20,Lausanne 27,1997-07-28,127,5586,base.ch,1,2,27,126,l10n_ch_states.state_VD,1000
zip_130,80,Lausanne Distribution,1998-03-18,130,5586,base.ch,0,2,60,130,l10n_ch_states.state_VD,1000
zip_132,40,Lausanne Swisscom,2003-05-01,132,5586,base.ch,0,2,65,122,l10n_ch_states.state_VD,1000
zip_145,30,Lausanne,1998-03-18,145,5586,base.ch,0,2,1,145,l10n_ch_states.state_VD,1001
zip_149,30,Lausanne,1999-10-25,149,5586,base.ch,0,2,0,149,l10n_ch_states.state_VD,1002
npa_1003 Lausanne,20,Lausanne,1986-05-21,150,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1003
npa_1004 Lausanne,20,Lausanne,1986-05-21,151,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1004
npa_1005 Lausanne,20,Lausanne,1986-05-21,152,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1005
npa_1006 Lausanne,20,Lausanne,1986-05-21,153,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1006
npa_1007 Lausanne,20,Lausanne,1986-05-21,154,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1007
npa_1008 Prilly,10,Prilly,1996-06-10,156,5589,base.ch,1,2,0,130,l10n_ch_states.state_VD,1008
npa_1009 Pully,10,Pully,1996-06-10,157,5590,base.ch,1,2,0,130,l10n_ch_states.state_VD,1009
npa_1010 Lausanne,20,Lausanne,2012-06-01,158,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1010
npa_1011 Lausanne,20,Lausanne,2009-04-01,159,5586,base.ch,1,2,0,159,l10n_ch_states.state_VD,1011
npa_1012 Lausanne,20,Lausanne,1986-05-21,160,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1012
zip_162,40,Lausanne Adm cant VD,2010-03-01,162,5586,base.ch,0,2,0,130,l10n_ch_states.state_VD,1014
npa_1015 Lausanne,10,Lausanne,2004-04-01,163,5635,base.ch,1,2,0,130,l10n_ch_states.state_VD,1015
npa_1018 Lausanne,20,Lausanne,2012-06-01,164,5586,base.ch,1,2,0,130,l10n_ch_states.state_VD,1018
npa_1020 Renens VD,20,Renens VD,1991-12-03,165,5591,base.ch,1,2,0,7248,l10n_ch_states.state_VD,1020
zip_166,30,Renens VD 1,1996-06-10,166,5591,base.ch,0,2,1,166,l10n_ch_states.state_VD,1020
zip_167,30,Renens VD 2,1996-06-10,167,5591,base.ch,0,2,2,167,l10n_ch_states.state_VD,1020
npa_1022 Chavannes-Renens,10,Chavannes-près-Renens,1996-06-10,168,5627,base.ch,1,2,0,7248,l10n_ch_states.state_VD,1022
npa_1023 Crissier,20,Crissier,2001-09-12,169,5583,base.ch,1,2,0,7172,l10n_ch_states.state_VD,1023
npa_1024 Ecublens VD,10,Ecublens VD,1986-05-21,170,5635,base.ch,1,2,0,7172,l10n_ch_states.state_VD,1024
npa_1025 St-Sulpice VD,10,St-Sulpice VD,1986-05-21,171,5648,base.ch,1,2,0,7248,l10n_ch_states.state_VD,1025
zip_173,30,Echandens-Denges,2005-03-01,173,5633,base.ch,0,2,0,173,l10n_ch_states.state_VD,1026
npa_1027 Lonay,10,Lonay,1993-04-27,174,5638,base.ch,1,2,0,6256,l10n_ch_states.state_VD,1027
npa_1028 Prverenges,10,Préverenges,1986-05-21,175,5643,base.ch,1,2,0,6256,l10n_ch_states.state_VD,1028
npa_1030 Bussigny-Lausanne,10,Bussigny,1989-03-08,178,5624,base.ch,1,2,0,7171,l10n_ch_states.state_VD,1030
npa_1032 Romanel-s-Lausanne,10,Romanel-sur-Lausanne,1999-09-08,179,5592,base.ch,1,2,0,7497,l10n_ch_states.state_VD,1032
npa_1033 Cheseaux-Lausanne,10,Cheseaux-sur-Lausanne,1989-03-29,180,5582,base.ch,1,2,0,7497,l10n_ch_states.state_VD,1033
npa_1037 Etagnires,10,Etagnières,2008-07-01,182,5521,base.ch,1,2,0,7497,l10n_ch_states.state_VD,1037
npa_1038 Bercher,10,Bercher,1986-05-21,183,5512,base.ch,0,2,0,183,l10n_ch_states.state_VD,1038
npa_1040 Echallens,10,Echallens,1996-08-06,185,5518,base.ch,1,2,0,7670,l10n_ch_states.state_VD,1040
npa_1040 St-Barthlemy VD,20,St-Barthélemy VD,2002-11-01,191,5535,base.ch,0,2,3,7670,l10n_ch_states.state_VD,1040
npa_1377 Oulens-Echallens,20,Oulens-sous-Echallens,2002-11-01,192,5529,base.ch,0,2,0,7670,l10n_ch_states.state_VD,1377
npa_1042 Bettens,20,Bettens,2001-09-06,193,5471,base.ch,0,2,4,208,l10n_ch_states.state_VD,1042
npa_1040 Villars-le-Terroir,20,Villars-le-Terroir,1999-12-09,194,5537,base.ch,1,2,2,7670,l10n_ch_states.state_VD,1040
npa_1417 Epautheyres,20,Epautheyres,1990-05-01,195,5520,base.ch,0,2,2,6257,l10n_ch_states.state_VD,1417
npa_1041 Dommartin,20,Dommartin,2009-02-01,196,5540,base.ch,1,2,21,7670,l10n_ch_states.state_VD,1041
npa_1063 Peyres-Possens,20,Peyres-Possens,2001-08-13,197,5693,base.ch,0,2,4,7661,l10n_ch_states.state_VD,1063
npa_1063 Boulens,20,Boulens,2001-08-13,198,5661,base.ch,0,2,3,7661,l10n_ch_states.state_VD,1063
npa_1041 Poliez-le-Grand,10,Poliez-le-Grand,2013-04-01,199,5540,base.ch,1,2,31,7670,l10n_ch_states.state_VD,1041
npa_1041 Poliez-Pittet,20,Poliez-Pittet,2013-04-01,200,5533,base.ch,1,2,32,7670,l10n_ch_states.state_VD,1041
npa_1041 Bottens,20,Bottens,2013-04-01,201,5514,base.ch,1,2,33,7670,l10n_ch_states.state_VD,1041
npa_1053 Bretigny-Morrens,20,Bretigny-sur-Morrens,2002-02-01,202,5515,base.ch,0,2,2,7650,l10n_ch_states.state_VD,1053
npa_1034 Boussens,20,Boussens,2008-07-01,205,5473,base.ch,1,2,0,7171,l10n_ch_states.state_VD,1034
npa_1035 Bournens,20,Bournens,2008-07-01,206,5472,base.ch,1,2,0,7171,l10n_ch_states.state_VD,1035
npa_1036 Sullens,10,Sullens,2002-04-01,207,5501,base.ch,1,2,0,7171,l10n_ch_states.state_VD,1036
npa_1042 Assens,10,Assens,1996-08-06,208,5511,base.ch,0,2,0,208,l10n_ch_states.state_VD,1042
npa_1043 Sugnens,20,Sugnens,2005-10-01,209,5540,base.ch,0,2,0,7670,l10n_ch_states.state_VD,1043
npa_1044 Fey,20,Fey,2006-12-01,210,5522,base.ch,0,2,0,183,l10n_ch_states.state_VD,1044
npa_1045 Ogens,20,Ogens,2002-02-01,211,5680,base.ch,0,2,0,183,l10n_ch_states.state_VD,1045
npa_1407 Bioley-Magnoux,20,Bioley-Magnoux,2000-06-01,212,5903,base.ch,0,2,4,6257,l10n_ch_states.state_VD,1407
npa_1042 Bioley-Orjulaz,20,Bioley-Orjulaz,2002-12-01,213,5513,base.ch,0,2,3,208,l10n_ch_states.state_VD,1042
npa_1052 Mont-sur-Lausanne,10,Le Mont-sur-Lausanne,1986-05-21,214,5587,base.ch,1,2,0,7650,l10n_ch_states.state_VD,1052
npa_1053 Cugy VD,10,Cugy VD,1992-04-27,215,5516,base.ch,1,2,0,7650,l10n_ch_states.state_VD,1053
npa_1054 Morrens VD,10,Morrens VD,1986-05-21,216,5527,base.ch,0,2,0,7497,l10n_ch_states.state_VD,1054
npa_1055 Froideville,10,Froideville,1986-05-21,217,5523,base.ch,0,2,0,217,l10n_ch_states.state_VD,1055
npa_1410 Thierrens,10,Thierrens,1989-06-01,219,5693,base.ch,0,2,0,6257,l10n_ch_states.state_VD,1410
npa_1066 Epalinges,10,Epalinges,1998-10-19,221,5584,base.ch,1,2,0,7496,l10n_ch_states.state_VD,1066
npa_1073 Savigny,10,Savigny,1993-07-21,222,5611,base.ch,1,2,0,789,l10n_ch_states.state_VD,1073
npa_1083 Mzires VD,10,Mézières VD,1996-08-06,223,5791,base.ch,0,2,0,223,l10n_ch_states.state_VD,1083
npa_1092 Belmont-Lausanne,10,Belmont-sur-Lausanne,1996-04-24,224,5581,base.ch,1,2,0,224,l10n_ch_states.state_VD,1092
npa_1093 La Conversion,20,La Conversion,2006-11-01,225,5606,base.ch,1,2,0,7649,l10n_ch_states.state_VD,1093
npa_1094 Paudex,10,Paudex,1986-05-21,226,5588,base.ch,1,2,0,7649,l10n_ch_states.state_VD,1094
npa_1095 Lutry,10,Lutry,1996-06-10,227,5606,base.ch,1,2,0,7649,l10n_ch_states.state_VD,1095
npa_1096 Cully,10,Cully,1986-05-21,228,5613,base.ch,1,2,0,7649,l10n_ch_states.state_VD,1096
npa_1097 Riex,20,Riex,2000-05-15,229,5613,base.ch,1,2,0,7649,l10n_ch_states.state_VD,1097
npa_1098 Epesses,20,Epesses,2002-03-01,230,5613,base.ch,0,2,0,7649,l10n_ch_states.state_VD,1098
npa_1058 Villars-Tiercelin,20,Villars-Tiercelin,2001-12-01,233,5804,base.ch,0,2,0,7670,l10n_ch_states.state_VD,1058
npa_1059 Peney-le-Jorat,20,Peney-le-Jorat,2013-03-01,234,5804,base.ch,0,2,0,243,l10n_ch_states.state_VD,1059
npa_1061 Villars-Mendraz,20,Villars-Mendraz,1999-07-29,235,5804,base.ch,0,2,0,243,l10n_ch_states.state_VD,1061
npa_1062 Sottens,20,Sottens,2004-05-01,236,5804,base.ch,0,2,0,243,l10n_ch_states.state_VD,1062
npa_1063 Chapelle-s-Moudon,20,Chapelle-sur-Moudon,2009-01-01,237,5693,base.ch,0,2,0,7661,l10n_ch_states.state_VD,1063
npa_1410 St-Cierges,20,St-Cierges,2004-10-01,238,5693,base.ch,0,2,5,6257,l10n_ch_states.state_VD,1410
npa_1073 Mollie-Margot,20,Mollie-Margot,2004-07-01,239,5611,base.ch,1,2,2,789,l10n_ch_states.state_VD,1073
npa_1080 Les Cullayes,10,Les Cullayes,2012-11-01,240,5799,base.ch,0,2,0,240,l10n_ch_states.state_VD,1080
npa_1081 Montpreveyres,10,Montpreveyres,1988-05-29,241,5792,base.ch,0,2,0,243,l10n_ch_states.state_VD,1081
npa_1082 Corcelles-le-Jorat,20,Corcelles-le-Jorat,2001-09-07,242,5785,base.ch,0,2,0,243,l10n_ch_states.state_VD,1082
npa_1088 Ropraz,10,Ropraz,2012-12-01,243,5798,base.ch,0,2,0,243,l10n_ch_states.state_VD,1088
npa_1084 Carrouge VD,10,Carrouge VD,1996-08-06,244,5782,base.ch,0,2,0,223,l10n_ch_states.state_VD,1084
npa_1085 Vulliens,20,Vulliens,2002-06-01,245,5803,base.ch,0,2,0,223,l10n_ch_states.state_VD,1085
npa_1509 Vucherens,20,Vucherens,2003-05-01,246,5692,base.ch,0,2,0,7661,l10n_ch_states.state_VD,1509
npa_1510 Syens,20,Syens,1999-10-21,247,5688,base.ch,1,2,2,7661,l10n_ch_states.state_VD,1510
npa_1076 Ferlens VD,20,Ferlens VD,1996-05-08,248,5789,base.ch,0,2,0,223,l10n_ch_states.state_VD,1076
npa_1077 Servion,10,Servion,1996-08-06,249,5799,base.ch,0,2,0,240,l10n_ch_states.state_VD,1077
npa_1078 Essertes,20,Essertes,2002-11-01,250,5788,base.ch,0,2,0,240,l10n_ch_states.state_VD,1078
npa_1673 Auboranges,20,Auboranges,1993-09-28,251,2061,base.ch,0,2,3,7663,l10n_ch_states.state_FR,1673
npa_1110 Morges,20,Morges,1986-05-21,254,5642,base.ch,1,2,0,6256,l10n_ch_states.state_VD,1110
zip_255,30,Morges 1,1986-05-21,255,5642,base.ch,0,2,1,255,l10n_ch_states.state_VD,1110
zip_256,30,Morges 2,1986-05-21,256,5642,base.ch,0,2,2,256,l10n_ch_states.state_VD,1110
npa_1112 Echichens,10,Echichens,1988-05-29,259,5634,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1112
npa_1167 Lussy-sur-Morges,20,Lussy-sur-Morges,2002-12-01,260,5640,base.ch,0,2,0,8008,l10n_ch_states.state_VD,1167
npa_1132 Lully VD,10,Lully VD,2012-11-01,261,5639,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1132
npa_1131 Tolochenaz,10,Tolochenaz,2001-03-01,262,5649,base.ch,1,2,0,6256,l10n_ch_states.state_VD,1131
npa_1125 Monnaz,20,Monnaz,2001-12-01,263,5634,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1125
npa_1126 Vaux-sur-Morges,20,Vaux-sur-Morges,1992-06-18,264,5650,base.ch,0,2,0,290,l10n_ch_states.state_VD,1126
npa_1127 Clarmont,20,Clarmont,1989-06-28,265,5629,base.ch,0,2,0,290,l10n_ch_states.state_VD,1127
npa_1128 Reverolle,20,Reverolle,2004-08-01,266,5644,base.ch,0,2,0,290,l10n_ch_states.state_VD,1128
npa_1113 St-Saphorin-Morges,20,St-Saphorin-sur-Morges,2002-07-01,267,5634,base.ch,0,2,0,290,l10n_ch_states.state_VD,1113
npa_1114 Colombier VD,10,Colombier VD,1988-05-29,268,5634,base.ch,0,2,0,290,l10n_ch_states.state_VD,1114
npa_1115 Vullierens,20,Vullierens,2002-06-01,269,5654,base.ch,0,2,0,290,l10n_ch_states.state_VD,1115
npa_1116 Cottens VD,10,Cottens VD,1988-05-29,270,5478,base.ch,0,2,0,290,l10n_ch_states.state_VD,1116
npa_1117 Grancy,20,Grancy,2002-08-01,271,5485,base.ch,0,2,0,290,l10n_ch_states.state_VD,1117
npa_1304 Senarclens,20,Senarclens,2001-03-01,272,5499,base.ch,1,2,4,8227,l10n_ch_states.state_VD,1304
npa_1121 Bremblens,20,Bremblens,2002-06-01,273,5622,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1121
npa_1122 Romanel-sur-Morges,20,Romanel-sur-Morges,2014-05-01,274,5645,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1122
npa_1123 Aclens,10,Aclens,1996-08-06,275,5621,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1123
npa_1124 Gollion,20,Gollion,2004-05-01,276,5484,base.ch,0,2,0,6256,l10n_ch_states.state_VD,1124
npa_1134 Vufflens-Chteau,20,Vufflens-le-Château,2001-07-01,279,5653,base.ch,1,2,0,6256,l10n_ch_states.state_VD,1134
npa_1135 Denens,20,Denens,2006-06-01,280,5631,base.ch,0,2,0,290,l10n_ch_states.state_VD,1135
npa_1136 Bussy-Chardonney,20,Bussy-Chardonney,2004-12-01,281,5625,base.ch,0,2,0,290,l10n_ch_states.state_VD,1136
npa_1169 Yens,10,Yens,2003-07-01,282,5655,base.ch,0,2,0,8008,l10n_ch_states.state_VD,1169
npa_1168 Villars-sous-Yens,20,Villars-sous-Yens,2002-03-01,283,5652,base.ch,0,2,0,8008,l10n_ch_states.state_VD,1168
npa_1144 Ballens,20,Ballens,2002-07-01,284,5423,base.ch,0,2,0,290,l10n_ch_states.state_VD,1144
npa_1149 Berolle,20,Berolle,2002-03-01,285,5424,base.ch,0,2,0,290,l10n_ch_states.state_VD,1149
npa_1146 Mollens VD,20,Mollens VD,2002-03-01,286,5431,base.ch,0,2,0,290,l10n_ch_states.state_VD,1146
npa_1147 Montricher,10,Montricher,1988-05-29,287,5492,base.ch,0,2,0,290,l10n_ch_states.state_VD,1147
npa_1142 Pampigny,10,Pampigny,1988-05-29,288,5494,base.ch,0,2,0,290,l10n_ch_states.state_VD,1142
npa_1141 Svery,20,Sévery,2001-12-01,289,5500,base.ch,0,2,0,290,l10n_ch_states.state_VD,1141
npa_1143 Apples,10,Apples,1986-05-21,290,5421,base.ch,0,2,0,290,l10n_ch_states.state_VD,1143
npa_1145 Bire,10,Bière,1986-05-21,291,5425,base.ch,0,2,0,290,l10n_ch_states.state_VD,1145
npa_1148 L'Isle,10,L'Isle,1998-10-27,293,5486,base.ch,0,2,0,290,l10n_ch_states.state_VD,1148
npa_1162 St-Prex,10,St-Prex,1996-08-06,294,5646,base.ch,1,2,0,8008,l10n_ch_states.state_VD,1162
npa_1163 Etoy,10,Etoy,2009-10-01,295,5636,base.ch,1,2,0,8008,l10n_ch_states.state_VD,1163
npa_1164 Buchillon,20,Buchillon,2009-10-01,296,5623,base.ch,0,2,0,8008,l10n_ch_states.state_VD,1164
npa_1165 Allaman,20,Allaman,1998-10-15,297,5851,base.ch,1,2,0,299,l10n_ch_states.state_VD,1165
npa_1166 Perroy,10,Perroy,1986-05-21,298,5860,base.ch,0,2,0,7669,l10n_ch_states.state_VD,1166
npa_1170 Aubonne,10,Aubonne,1993-06-10,299,5422,base.ch,1,2,0,299,l10n_ch_states.state_VD,1170
npa_1172 Bougy-Villars,20,Bougy-Villars,2007-07-01,303,5426,base.ch,0,2,0,7669,l10n_ch_states.state_VD,1172
npa_1173 Fchy,20,Féchy,2014-04-01,304,5427,base.ch,0,2,0,7669,l10n_ch_states.state_VD,1173
npa_1174 Montherod,20,Montherod,2004-07-01,305,5432,base.ch,0,2,0,299,l10n_ch_states.state_VD,1174
npa_1175 Lavigny,10,Lavigny,1988-05-29,306,5637,base.ch,0,2,0,299,l10n_ch_states.state_VD,1175
npa_1176 St-Livres,20,St-Livres,2003-11-01,307,5435,base.ch,0,2,0,299,l10n_ch_states.state_VD,1176
npa_1180 Rolle,10,Rolle,1989-06-01,309,5861,base.ch,1,2,0,7669,l10n_ch_states.state_VD,1180
npa_1182 Gilly,20,Gilly,2001-09-06,312,5857,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1182
npa_1183 Bursins,10,Bursins,1988-05-29,313,5853,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1183
npa_1184 Vinzel,20,Vinzel,2000-04-01,314,5863,base.ch,0,2,1,7164,l10n_ch_states.state_VD,1184
npa_1184 Luins,20,Luins,2002-08-01,315,5858,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1184
npa_1185 Mont-sur-Rolle,10,Mont-sur-Rolle,1988-05-29,316,5859,base.ch,0,2,0,7669,l10n_ch_states.state_VD,1185
npa_1186 Essertines-Rolle,20,Essertines-sur-Rolle,2003-02-01,317,5856,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1186
npa_1187 St-Oyens,20,St-Oyens,2001-12-01,318,5436,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1187
npa_1189 Saubraz,20,Saubraz,1994-12-05,319,5437,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1189
npa_1188 Gimel,10,Gimel,1986-05-21,320,5428,base.ch,0,2,0,7164,l10n_ch_states.state_VD,1188
zip_322,30,Dully-Bursinel,2006-06-01,322,5852,base.ch,0,2,0,322,l10n_ch_states.state_VD,1195
npa_1196 Gland,10,Gland,1996-08-06,323,5721,base.ch,1,2,0,7164,l10n_ch_states.state_VD,1196
npa_1197 Prangins,10,Prangins,1986-05-21,324,5725,base.ch,1,2,0,473,l10n_ch_states.state_VD,1197
npa_1200 Genve,20,Genève,1988-12-22,329,6621,base.ch,0,2,0,356,l10n_ch_states.state_GE,1200
zip_330,80,Genève 1,2008-01-01,330,6621,base.ch,0,2,1,356,l10n_ch_states.state_GE,1200
zip_331,80,Genève 2 Cornavin Dépôt,2005-06-01,331,6621,base.ch,0,2,2,356,l10n_ch_states.state_GE,1200
zip_332,80,Genève 3,2008-01-01,332,6621,base.ch,0,2,3,356,l10n_ch_states.state_GE,1200
zip_333,80,Genève 4,2008-01-01,333,6621,base.ch,0,2,4,333,l10n_ch_states.state_GE,1200
zip_334,80,Genève 2 Transit,2008-01-01,334,6621,base.ch,0,2,5,356,l10n_ch_states.state_GE,1200
zip_335,80,Genève 6,2008-01-01,335,6621,base.ch,0,2,6,356,l10n_ch_states.state_GE,1200
zip_336,80,Genève 7,2008-01-01,336,6621,base.ch,0,2,7,356,l10n_ch_states.state_GE,1200
zip_337,80,Genève 8,2008-01-01,337,6621,base.ch,0,2,8,356,l10n_ch_states.state_GE,1200
zip_339,80,Genève 11,2008-01-01,339,6621,base.ch,0,2,11,356,l10n_ch_states.state_GE,1200
zip_340,80,Genève 12,2008-01-01,340,6621,base.ch,0,2,12,356,l10n_ch_states.state_GE,1200
zip_341,80,Genève 13,2008-01-01,341,6621,base.ch,0,2,13,356,l10n_ch_states.state_GE,1200
zip_343,80,Genève 17,2008-01-01,343,6621,base.ch,0,2,17,356,l10n_ch_states.state_GE,1200
zip_345,80,Genève 19,2008-01-01,345,6621,base.ch,0,2,19,356,l10n_ch_states.state_GE,1200
zip_346,80,Genève 20,2008-01-01,346,6621,base.ch,0,2,20,356,l10n_ch_states.state_GE,1200
zip_347,80,Genève 21,2008-01-01,347,6621,base.ch,0,2,21,356,l10n_ch_states.state_GE,1200
zip_350,80,Genève 26,2008-01-01,350,6628,base.ch,0,2,26,350,l10n_ch_states.state_GE,1200
zip_351,80,Genève 28 Balexert,2008-01-01,351,6621,base.ch,0,2,28,356,l10n_ch_states.state_GE,1200
zip_352,80,Genève Centre logistique,2006-09-01,352,6621,base.ch,0,2,50,352,l10n_ch_states.state_GE,1200
zip_356,80,Genève 2 Distribution,1998-03-19,356,6621,base.ch,0,2,60,356,l10n_ch_states.state_GE,1200
zip_358,80,Genève Dist Ba,1998-11-23,358,6621,base.ch,0,2,70,358,l10n_ch_states.state_GE,1200
npa_1201 Genve,20,Genève,1986-05-21,367,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1201
npa_1202 Genve,20,Genève,1986-05-21,368,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1202
npa_1203 Genve,20,Genève,1986-05-21,369,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1203
npa_1204 Genve,20,Genève,1987-10-01,370,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1204
npa_1205 Genve,20,Genève,1986-05-21,371,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1205
npa_1206 Genve,20,Genève,1986-05-21,372,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1206
npa_1207 Genve,20,Genève,1998-11-23,373,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1207
npa_1208 Genve,20,Genève,1998-11-23,374,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1208
npa_1209 Genve,20,Genève,1986-05-21,376,6621,base.ch,1,2,0,356,l10n_ch_states.state_GE,1209
zip_380,30,Genève 1,1999-09-23,380,6621,base.ch,0,2,1,380,l10n_ch_states.state_GE,1211
zip_381,30,Genève 2,1986-05-21,381,6621,base.ch,0,2,2,381,l10n_ch_states.state_GE,1211
zip_382,30,Genève 3,1999-09-23,382,6621,base.ch,0,2,3,382,l10n_ch_states.state_GE,1211
zip_383,30,Genève 4,1994-07-26,383,6621,base.ch,0,2,4,383,l10n_ch_states.state_GE,1211
zip_384,30,Genève 6,1999-09-23,384,6621,base.ch,0,2,6,384,l10n_ch_states.state_GE,1211
zip_385,30,Genève 7,1986-05-21,385,6621,base.ch,0,2,7,385,l10n_ch_states.state_GE,1211
zip_386,30,Genève 8,1986-05-21,386,6621,base.ch,0,2,8,386,l10n_ch_states.state_GE,1211
zip_388,30,Genève 10,1987-12-15,388,6621,base.ch,0,2,10,388,l10n_ch_states.state_GE,1211
zip_389,30,Genève 11,1999-09-23,389,6621,base.ch,0,2,11,389,l10n_ch_states.state_GE,1211
zip_390,30,Genève 12,1986-05-21,390,6621,base.ch,0,2,12,390,l10n_ch_states.state_GE,1211
zip_391,30,Genève 13,1986-05-21,391,6621,base.ch,0,2,13,391,l10n_ch_states.state_GE,1211
zip_393,30,Genève 17,1986-05-21,393,6621,base.ch,0,2,17,393,l10n_ch_states.state_GE,1211
zip_395,30,Genève 19,1986-05-21,395,6621,base.ch,0,2,19,395,l10n_ch_states.state_GE,1211
zip_396,30,Genève 20,1987-12-15,396,6621,base.ch,0,2,20,396,l10n_ch_states.state_GE,1211
zip_397,30,Genève 21,1988-12-15,397,6621,base.ch,0,2,21,397,l10n_ch_states.state_GE,1211
zip_398,30,Genève 22,1996-10-15,398,6621,base.ch,0,2,22,398,l10n_ch_states.state_GE,1211
zip_399,30,Genève 23,1994-02-09,399,6630,base.ch,0,2,23,399,l10n_ch_states.state_GE,1211
zip_402,30,Genève 26,1986-05-21,402,6628,base.ch,0,2,26,402,l10n_ch_states.state_GE,1211
zip_403,30,Genève 27,1996-10-15,403,6634,base.ch,0,2,27,403,l10n_ch_states.state_GE,1211
zip_404,30,Genève 28,1986-05-21,404,6621,base.ch,0,2,28,404,l10n_ch_states.state_GE,1211
zip_408,40,Genève 2 Swisscom,2003-05-01,408,6621,base.ch,0,2,65,381,l10n_ch_states.state_GE,1211
npa_1212 Grand-Lancy,20,Grand-Lancy,1988-10-01,411,6628,base.ch,1,2,0,7337,l10n_ch_states.state_GE,1212
zip_412,30,Grand-Lancy 1,1996-06-10,412,6628,base.ch,0,2,1,412,l10n_ch_states.state_GE,1212
npa_1213 Petit-Lancy,20,Petit-Lancy,1988-12-22,415,6628,base.ch,1,2,0,7166,l10n_ch_states.state_GE,1213
zip_416,30,Petit-Lancy 1,1996-06-10,416,6628,base.ch,0,2,1,416,l10n_ch_states.state_GE,1213
zip_417,80,Petit-Lancy 2,2013-04-01,417,6628,base.ch,0,2,2,7166,l10n_ch_states.state_GE,1213
npa_1213 Onex,10,Onex,1996-06-10,418,6631,base.ch,1,2,3,7166,l10n_ch_states.state_GE,1213
npa_1214 Vernier,10,Vernier,1988-12-22,420,6643,base.ch,1,2,0,7668,l10n_ch_states.state_GE,1214
