id,zip_type,city_id/id,valid_from,onrp,communitynumber_bfs,sort,lang,additional_digit,post_delivery_through,name
npa_2112 Mtiers,10,ch_city_motiers,1996-09-10,1338,6512,0,2,0,1336,2112
npa_2113 Boveresse,20,ch_city_boveresse,2004-04-01,1339,6512,0,2,0,1336,2113
npa_2114 Fleurier,10,ch_city_fleurier,1996-09-10,1341,6512,1,2,0,1336,2114
npa_2115 Buttes,10,ch_city_buttes,1996-09-10,1342,6512,0,2,0,1336,2115
npa_2117 La Cte-aux-Fes,10,ch_city_la_cote_aux_fees,1996-09-10,1343,6504,0,2,0,1336,2117
npa_2123 St-Sulpice,10,ch_city_st_sulpice,2001-11-01,1344,6512,1,2,0,1336,2123
npa_2406 La Brvine,10,ch_city_la_brevine,1996-09-19,1345,6432,0,2,0,1345,2406
npa_2126 Les Verrires,10,ch_city_les_verrieres,1996-09-10,1346,6511,0,2,0,1336,2126
npa_2406 Le Brouillet,20,ch_city_le_brouillet,2002-11-01,1347,6432,0,2,4,1345,2406
npa_2406 Les Taillres,20,ch_city_les_tailleres,1996-09-19,1348,6432,0,2,2,1345,2406
npa_2127 Les Bayards,20,ch_city_les_bayards,2002-09-01,1350,6512,0,2,0,1336,2127
npa_2149 Champ-du-Moulin,20,ch_city_champ_du_moulin,2000-10-01,1352,6405,0,2,0,1336,2149
npa_2124 Les Sagnettes,20,ch_city_les_sagnettes,2001-11-01,1353,6512,1,2,0,1336,2124
npa_2116 Mont-de-Buttes,20,ch_city_mont_de_buttes,1996-09-10,1354,6512,0,2,0,1336,2116
npa_1454 La Vraconnaz,20,ch_city_la_vraconnaz,1992-03-01,1355,5568,0,2,2,8092,1454
npa_2019 Chambrelien,20,ch_city_chambrelien,2002-10-01,1356,6413,1,2,2,7651,2019
npa_2019 Rochefort,20,ch_city_rochefort,2005-11-01,1357,6413,1,2,0,7651,2019
npa_2037 Montmollin,20,ch_city_montmollin,2009-04-01,1358,6487,1,2,0,8269,2037
npa_2206 Geneveys-Coffrane,10,ch_city_les_geneveys_sur_coffrane,1996-09-10,1359,6487,0,2,0,1311,2206
npa_2207 Coffrane,20,ch_city_coffrane,2003-03-01,1360,6487,0,2,0,1311,2207
npa_2208 Les Hauts-Geneveys,20,ch_city_les_hauts_geneveys,2009-04-01,1361,6487,1,2,0,1311,2208
npa_2300 La Chaux-de-Fonds,20,ch_city_la_chaux_de_fonds,1998-06-15,1364,6421,1,2,0,1372,2300
zip_1365,80,ch_city_la_chaux_de_fonds_1,2006-09-01,1365,6421,0,2,1,1372,2300
zip_1366,30,ch_city_la_chaux_de_fonds,1996-09-12,1366,6421,0,2,0,1366,2302
zip_1367,30,ch_city_la_chaux_de_fonds,1996-09-12,1367,6421,0,2,0,1367,2303
zip_1369,30,ch_city_la_chaux_de_fonds,1996-09-12,1369,6421,0,2,0,1369,2306
zip_1372,80,ch_city_la_chaux_de_fonds_1_dist,1999-06-30,1372,6421,0,2,60,1372,2300
zip_1376,30,ch_city_la_chaux_de_fonds,1996-09-12,1376,6421,0,2,1,1376,2301
zip_1377,30,ch_city_la_chaux_de_fonds,1999-10-28,1377,6421,0,2,0,1377,2304
npa_2316 Petit-Martel,20,ch_city_petit_martel,2001-11-01,1380,6437,0,2,2,7346,2316
npa_2338 Les Emibois,20,ch_city_les_emibois,2002-09-01,1383,6753,1,2,0,9046,2338
npa_2314 La Sagne,10,ch_city_la_sagne,2011-12-01,1384,6423,1,2,0,7346,2314
npa_2316 Ponts-de-Martel,10,ch_city_les_ponts_de_martel,2011-12-01,1385,6437,1,2,0,7346,2316
npa_2322 Le Crt-du-Locle,20,ch_city_le_cret_du_locle,2005-04-01,1387,6421,1,2,0,1372,2322
npa_2325 Les Planchettes,20,ch_city_les_planchettes,2009-04-01,1388,6422,0,2,0,1372,2325
npa_2300 La Cibourg,20,ch_city_la_cibourg,2002-08-01,1389,6421,1,2,8,1372,2300
npa_2333 La Ferrire,10,ch_city_la_ferriere,1996-09-12,1390,435,0,2,0,1372,2333
npa_2336 Les Bois,10,ch_city_les_bois,1996-09-12,1391,6742,0,2,0,9046,2336
npa_2400 Le Locle,10,ch_city_le_locle,1996-09-12,1392,6436,1,2,0,7346,2400
npa_2406 La Chtagne,20,ch_city_la_chatagne,2002-11-01,1397,6432,0,2,3,1345,2406
npa_2405 La Chaux-du-Milieu,10,ch_city_la_chaux_du_milieu,1996-09-12,1399,6435,0,2,0,7346,2405
npa_2400 Le Prvoux,20,ch_city_le_prevoux,2002-08-01,1402,6436,1,2,2,7346,2400
npa_2414 Cerneux-Pquignot,20,ch_city_le_cerneux_pequignot,2002-11-01,1403,6434,0,2,0,1345,2414
npa_2416 Les Brenets,10,ch_city_les_brenets,1996-09-12,1404,6431,1,2,0,7346,2416
npa_2500 Biel/Bienne,20,ch_city_biel/bienne,1991-08-02,1406,371,0,1,0,1416,2500
zip_1407,80,ch_city_biel/bienne_1,2006-09-01,1407,371,0,1,1,1416,2500
zip_1408,30,ch_city_biel/bienne_3,1988-12-10,1408,371,0,1,3,1408,2500
zip_1409,30,ch_city_biel/bienne_4,1988-12-19,1409,371,0,1,4,1409,2500
zip_1411,30,ch_city_biel/bienne_6,1988-12-19,1411,371,0,1,6,1411,2500
zip_1412,30,ch_city_biel/bienne_7,1988-12-19,1412,371,0,1,7,1412,2500
zip_1413,30,ch_city_biel/bienne_8,2001-10-31,1413,371,0,1,8,1413,2500
zip_1416,80,ch_city_biel/bienne_1_zustellung,1998-03-19,1416,371,0,1,60,1416,2500
zip_1419,80,ch_city_biel/bienne_1_annahme,2012-01-01,1419,371,0,1,68,1416,2500
zip_1426,30,ch_city_biel/bienne,1987-10-01,1426,371,0,1,0,1426,2501
npa_2502 Biel/Bienne,20,ch_city_biel/bienne,1987-10-01,1428,371,1,1,0,1416,2502
npa_2503 Biel/Bienne,20,ch_city_biel/bienne,1987-10-01,1429,371,1,1,0,1416,2503
npa_2504 Biel/Bienne,20,ch_city_biel/bienne,1987-10-01,1430,371,1,1,0,1416,2504
npa_2505 Biel/Bienne,20,ch_city_biel/bienne,1987-10-01,1431,371,1,1,0,1416,2505
npa_2512 Tscherz-Alferme,20,ch_city_tuscherz_alfermee,2001-12-01,1432,756,0,1,0,1416,2512
npa_2513 Twann,10,ch_city_twann,1986-05-21,1433,756,0,1,0,7654,2513
npa_2514 Ligerz,20,ch_city_ligerz,2006-05-01,1434,740,0,1,0,7654,2514
npa_2515 Prles,10,ch_city_preles,1986-05-21,1435,726,0,2,0,1440,2515
npa_2516 Lamboing,10,ch_city_lamboing,1996-08-02,1436,726,0,2,0,1440,2516
npa_2517 Diesse,20,ch_city_diesse,2002-02-01,1437,726,0,2,0,1440,2517
npa_2518 Nods,20,ch_city_nods,2002-03-01,1438,724,0,2,0,1440,2518
npa_2520 La Neuveville,10,ch_city_la_neuveville,1996-09-10,1439,723,1,2,0,7654,2520
npa_2523 Lignires,10,ch_city_lignieres,1996-09-10,1440,6456,0,2,0,1440,2523
npa_2525 Le Landeron,10,ch_city_le_landeron,1996-09-10,1441,6455,1,2,0,7654,2525
npa_2532 Magglingen/Macolin,20,ch_city_magglingen/macolin,2005-11-01,1442,372,1,1,0,1416,2532
npa_2533 Evilard,10,ch_city_evilard,1986-05-21,1443,372,1,2,0,1416,2533
npa_2534 Orvin,10,ch_city_orvin,1986-05-21,1444,438,0,2,0,1416,2534
npa_2534 Les Prs-d'Orvin,20,ch_city_les_pres_d'orvin,1990-02-21,1445,438,0,2,2,1416,2534
npa_2535 Frinvillier,20,ch_city_frinvillier,2004-04-01,1446,449,0,2,0,1416,2535
npa_2536 Plagne,10,ch_city_plagne,1986-05-21,1447,449,0,2,0,1416,2536
npa_2537 Vauffelin,20,ch_city_vauffelin,2004-04-01,1448,449,0,2,0,1416,2537
npa_2538 Romont,20,ch_city_romont,2004-04-01,1449,442,0,2,0,1416,2538
npa_2540 Grenchen,20,ch_city_grenchen,1996-09-12,1450,2546,1,1,0,7175,2540
zip_1451,30,ch_city_grenchen_1,1996-09-12,1451,2546,0,1,1,1451,2540
zip_1452,80,ch_city_grenchen_2,2014-06-30,1452,2546,0,1,2,7175,2540
npa_2542 Pieterlen,10,ch_city_pieterlen,1986-05-21,1455,392,1,1,0,1455,2542
npa_2543 Lengnau,10,ch_city_lengnau,1996-09-12,1456,387,1,1,0,7175,2543
npa_2544 Bettlach,10,ch_city_bettlach,1996-09-12,1457,2543,1,1,0,7175,2544
npa_2545 Selzach,10,ch_city_selzach,1996-09-12,1459,2556,1,1,0,7175,2545
npa_2552 Orpund,10,ch_city_orpund,1986-05-21,1461,744,1,1,0,1416,2552
npa_2553 Safnern,10,ch_city_safnern,1999-08-23,1462,746,1,1,0,1455,2553
npa_2554 Meinisberg,10,ch_city_meinisberg,1986-05-21,1463,390,0,1,0,1455,2554
npa_2555 Brgg,10,ch_city_brugg,1997-05-20,1464,733,1,1,0,1416,2555
npa_2556 Scheuren,20,ch_city_scheuren,2004-03-01,1466,747,1,1,0,1416,2556
npa_2557 Studen,10,ch_city_studen,1990-06-11,1467,749,1,1,0,1416,2557
npa_2558 Aegerten,10,ch_city_aegerten,1999-06-23,1468,731,1,1,0,1416,2558
npa_2560 Nidau,10,ch_city_nidau,1986-05-21,1469,743,1,1,0,1416,2560
npa_2562 Port,10,ch_city_port,1986-05-21,1470,745,1,1,0,1416,2562
npa_2563 Ipsach,10,ch_city_ipsach,1988-07-01,1471,739,1,1,0,1416,2563
npa_2564 Bellmund,10,ch_city_bellmund,1986-05-21,1472,732,0,1,0,1416,2564
npa_2565 Jens,20,ch_city_jens,2002-01-01,1473,738,0,1,0,1416,2565
npa_2572 Sutz,20,ch_city_sutz,2013-09-01,1475,750,1,1,0,1416,2572
npa_2575 Tuffelen,10,ch_city_tauffelen,1996-09-09,1477,751,1,1,0,1477,2575
npa_2576 Lscherz,20,ch_city_luscherz,2012-03-01,1478,497,0,1,0,1477,2576
npa_2577 Siselen,20,ch_city_siselen,2011-03-01,1480,499,0,1,0,1477,2577
npa_3237 Brttelen,20,ch_city_bruttelen,2002-09-01,1481,491,1,1,0,1888,3237
npa_2603 Pry,10,ch_city_pery,2003-04-01,1482,439,1,2,0,1485,2603
npa_2604 La Heutte,20,ch_city_la_heutte,2003-04-01,1483,436,1,2,0,1485,2604
npa_2605 Sonceboz-Sombeval,10,ch_city_sonceboz_sombeval,1986-05-21,1484,444,1,2,0,1485,2605
npa_2606 Corgmont,10,ch_city_corgemont,1986-05-21,1485,431,1,2,0,1485,2606
npa_2607 Cortbert,10,ch_city_cortebert,1986-05-21,1486,433,0,2,0,1485,2607
npa_2608 Courtelary,10,ch_city_courtelary,2003-04-01,1487,434,1,2,0,1485,2608
npa_2608 Mtgne-Courtelary,20,ch_city_montagne_de_courtelary,2004-05-01,1488,434,0,2,2,1485,2608
npa_2610 St-Imier,10,ch_city_st_imier,1997-02-24,1489,443,1,2,0,7658,2610
npa_2610 Mont-Soleil,20,ch_city_mont_soleil,2000-11-01,1490,443,1,2,2,7658,2610
npa_2610 Mont-Crosin,20,ch_city_mont_crosin,1999-10-21,1491,432,1,2,4,7658,2610
npa_2612 Cormoret,20,ch_city_cormoret,2003-05-01,1493,432,1,2,0,1485,2612
npa_2613 Villeret,10,ch_city_villeret,1996-09-12,1494,448,0,2,0,7658,2613
npa_2615 Sonvilier,10,ch_city_sonvilier,1996-09-12,1495,445,0,2,0,7658,2615
npa_2615 Montagne-Sonvilier,20,ch_city_montagne_de_sonvilier,1998-08-20,1496,445,0,2,2,7658,2615
npa_2616 Renan,10,ch_city_renan,1996-09-12,1497,441,0,2,0,7658,2616
npa_2710 Tavannes,10,ch_city_tavannes,1986-05-21,1498,713,1,2,0,7655,2710
npa_2712 Le Fuet,20,ch_city_le_fuet,2003-10-01,1502,706,0,2,0,7656,2712
npa_2714 Le Prdame,20,ch_city_le_predame,2002-05-01,1503,6748,0,2,2,7656,2714
npa_2717 Fornet-Dessous,20,ch_city_fornet_dessous,2004-05-01,1504,684,0,2,0,7656,2717
npa_2718 Fornet-Dessus,20,ch_city_fornet_dessus,1993-11-23,1505,6750,0,2,2,7656,2718
zip_1506,80,ch_city_chatelat_monible,2011-03-01,1506,684,0,2,0,7656,2715
npa_2716 Sornetan,20,ch_city_sornetan,2003-10-01,1507,710,0,2,0,7656,2716
npa_2713 Bellelay,10,ch_city_bellelay,1986-05-21,1508,706,0,2,0,7656,2713
npa_2714 Les Genevez JU,10,ch_city_les_genevez_ju,1986-05-21,1509,6748,0,2,0,7656,2714
npa_2718 Lajoux JU,10,ch_city_lajoux_ju,1986-05-21,1510,6750,0,2,0,7656,2718
npa_2720 Tramelan,10,ch_city_tramelan,1986-05-21,1511,446,1,2,0,7656,2720
npa_2720 La Tanne,20,ch_city_la_tanne,1999-09-22,1512,713,1,2,2,7656,2720
npa_2722 Les Reussilles,20,ch_city_les_reussilles,2003-04-01,1513,446,0,2,0,7656,2722
npa_2723 Mont-Tramelan,20,ch_city_mont_tramelan,2001-09-06,1514,437,0,2,0,7656,2723
npa_2345 Les Breuleux,10,ch_city_les_breuleux,1996-09-19,1516,6743,1,2,0,9046,2345
npa_2345 Le Cerneux-Veusil,20,ch_city_le_cerneux_veusil,2002-08-01,1517,6753,0,2,2,9046,2345
npa_2345 Chaux-des-Breuleux,20,ch_city_la_chaux_des_breuleux,2002-08-01,1518,6744,0,2,3,9046,2345
npa_2340 Le Noirmont,10,ch_city_le_noirmont,1996-09-19,1519,6754,1,2,0,9046,2340
npa_2350 Saignelgier,10,ch_city_saignelegier,1996-09-19,1520,6757,1,2,0,9046,2350
npa_2353 Les Pommerats,20,ch_city_les_pommerats,2003-07-17,1521,6757,0,2,0,9046,2353
npa_2354 Goumois,20,ch_city_goumois,2003-07-17,1522,6757,0,2,0,9046,2354
npa_2732 Reconvilier,10,ch_city_reconvilier,1988-10-17,1523,703,1,2,0,7655,2732
npa_2732 Saicourt,20,ch_city_saicourt,2002-02-01,1524,706,1,2,2,7655,2732
npa_2732 Saules BE,20,ch_city_saules_be,1999-09-28,1525,707,0,2,3,7655,2732
npa_2732 Loveresse,20,ch_city_loveresse,2003-10-01,1526,696,0,2,4,7655,2732
npa_2733 Pontenet,20,ch_city_pontenet,2001-07-01,1527,702,0,2,0,7657,2733
zip_1529,30,ch_city_malleray_bevilard,2005-03-01,1529,697,0,2,0,1529,2735
npa_2735 Bvilard,20,ch_city_bevilard,1999-05-07,1530,682,1,2,2,7657,2735
npa_2736 Sorvilier,20,ch_city_sorvilier,2003-07-01,1531,711,0,2,0,7657,2736
npa_2738 Court,10,ch_city_court,1988-03-01,1532,690,1,2,0,7657,2738
npa_2740 Moutier,10,ch_city_moutier,2013-06-01,1533,700,1,2,0,7347,2740
npa_2742 Perrefitte,20,ch_city_perrefitte,2009-07-01,1537,701,0,2,0,7347,2742
npa_2748 Souboz,20,ch_city_souboz,2002-07-01,1538,712,0,2,0,7347,2748
npa_2743 Eschert,10,ch_city_eschert,1988-05-29,1539,692,0,2,0,7347,2743
npa_2744 Belprahon,20,ch_city_belprahon,2000-10-30,1540,681,0,2,0,7347,2744
npa_2747 Seehof,20,ch_city_seehof,2001-04-01,1541,709,0,1,2,7347,2747
npa_2745 Grandval,20,ch_city_grandval,2005-12-01,1542,694,0,2,0,7347,2745
npa_2746 Crmines,10,ch_city_cremines,1986-05-21,1543,691,0,2,0,7347,2746
npa_2747 Corcelles BE,20,ch_city_corcelles_be,2005-11-01,1544,687,0,2,0,7347,2747
npa_2762 Roches BE,20,ch_city_roches_be,1994-12-05,1545,704,1,2,0,7347,2762
npa_2832 Rebeuvelier,20,ch_city_rebeuvelier,2010-12-01,1547,6720,0,2,0,1554,2832
npa_2830 Courrendlin,10,ch_city_courrendlin,1996-09-19,1549,6708,1,2,0,1554,2830
npa_2800 Delmont,20,ch_city_delemont,1996-09-13,1551,6711,1,2,0,1554,2800
zip_1552,30,ch_city_delemont_1,1996-09-13,1552,6711,0,2,1,1552,2800
zip_1553,30,ch_city_delemont_2,1996-09-13,1553,6711,0,2,2,1553,2800
zip_1554,80,ch_city_delemont_1_distribution,1999-04-09,1554,6711,0,2,60,1554,2800
npa_2802 Develier,10,ch_city_develier,2009-12-01,1555,6712,1,2,0,1554,2802
npa_2803 Bourrignon,20,ch_city_bourrignon,2012-07-01,1556,6703,1,2,0,1554,2803
npa_2805 Soyhires,10,ch_city_soyhieres,2012-07-01,1557,6724,1,2,0,1554,2805
npa_2806 Mettembert,20,ch_city_mettembert,2003-07-01,1558,6716,0,2,0,1554,2806
npa_2807 Pleigne,10,ch_city_pleigne,1996-09-13,1559,6719,0,2,0,1554,2807
npa_2807 Lucelle,20,ch_city_lucelle,2001-04-01,1560,6719,0,2,1,1554,2807
npa_2812 Movelier,10,ch_city_movelier,1996-09-13,1561,6718,0,2,0,1554,2812
npa_2813 Ederswiler,20,ch_city_ederswiler,2005-11-01,1562,6713,0,1,0,1554,2813
npa_2814 Roggenburg,20,ch_city_roggenburg,2010-04-01,1563,2790,0,1,0,1554,2814
npa_2822 Courroux,10,ch_city_courroux,1999-01-21,1564,6709,1,2,0,1554,2822
npa_2823 Courcelon,20,ch_city_courcelon,2004-06-01,1565,6709,0,2,0,1554,2823
npa_2824 Vicques,10,ch_city_vicques,2009-10-01,1566,6730,1,2,0,1554,2824
npa_2825 Courchapoix,20,ch_city_courchapoix,2002-10-01,1567,6706,0,2,0,1554,2825
npa_2826 Corban,20,ch_city_corban,2002-10-01,1568,6705,0,2,0,1554,2826
npa_2827 Mervelier,10,ch_city_mervelier,2011-03-01,1570,6715,0,2,0,1554,2827
npa_2828 Montsevelier,10,ch_city_montsevelier,1996-09-13,1571,6730,0,2,0,1554,2828
npa_2829 Vermes,10,ch_city_vermes,1996-09-13,1572,6730,0,2,0,1554,2829
npa_2842 Rossemaison,20,ch_city_rossemaison,2012-04-01,1573,6721,1,2,0,1554,2842
npa_2843 Chtillon JU,20,ch_city_chatillon_ju,2001-07-01,1574,6704,0,2,0,1554,2843
npa_2852 Courttelle,10,ch_city_courtetelle,1996-09-13,1575,6710,1,2,0,1554,2852
npa_2853 Courfaivre,10,ch_city_courfaivre,1999-12-22,1576,6729,1,2,0,1554,2853
npa_2854 Bassecourt,10,ch_city_bassecourt,1996-09-13,1577,6729,1,2,0,1554,2854
npa_2855 Glovelier,10,ch_city_glovelier,2005-04-01,1578,6729,1,2,0,1554,2855
npa_2856 Bocourt,10,ch_city_boecourt,1996-09-13,1579,6702,0,2,0,1554,2856
npa_2857 Montavon,20,ch_city_montavon,2001-08-01,1580,6702,0,2,0,1554,2857
npa_2863 Undervelier,20,ch_city_undervelier,2005-11-01,1582,6729,0,2,0,1554,2863
npa_2864 Soulce,10,ch_city_soulce,1996-09-13,1583,6729,0,2,0,1554,2864
npa_2873 Saulcy,20,ch_city_saulcy,2005-04-01,1584,6722,1,2,0,1554,2873
npa_2882 St-Ursanne,10,ch_city_st_ursanne,1999-04-21,1590,6808,1,2,0,1590,2882
npa_2883 Montmelon,20,ch_city_montmelon,2002-09-01,1592,6808,0,2,0,1590,2883
npa_2884 Montenol,20,ch_city_montenol,1996-09-13,1593,6808,0,2,0,1590,2884
npa_2885 Epauvillers,10,ch_city_epauvillers,1996-09-13,1594,6808,0,2,0,1590,2885
npa_2886 Epiquerez,20,ch_city_epiquerez,2004-05-01,1595,6808,0,2,0,1590,2886
npa_2887 Soubey,20,ch_city_soubey,2005-04-01,1597,6759,0,2,0,1590,2887
npa_2888 Seleute,20,ch_city_seleute,1999-04-21,1598,6808,1,2,0,1590,2888
npa_2889 Ocourt,20,ch_city_ocourt,2002-09-01,1600,6808,0,2,0,1590,2889
npa_2950 Courgenay,10,ch_city_courgenay,1998-09-10,1601,6784,1,2,0,1601,2950
npa_2900 Porrentruy,20,ch_city_porrentruy,1996-09-13,1602,6800,1,2,0,1605,2900
zip_1603,30,ch_city_porrentruy_1,1996-09-13,1603,6800,0,2,1,1603,2900
zip_1604,30,ch_city_porrentruy_2,1996-09-13,1604,6800,0,2,2,1604,2900
zip_1605,80,ch_city_porrentruy_1_distribution,1999-04-09,1605,6800,0,2,60,1605,2900
npa_2902 Fontenais,10,ch_city_fontenais,1996-09-13,1607,6790,0,2,0,1605,2902
npa_2903 Villars-Fontenais,20,ch_city_villars_sur_fontenais,2004-11-01,1608,6790,0,2,0,1605,2903
npa_2904 Bressaucourt,20,ch_city_bressaucourt,2004-08-01,1609,6790,0,2,0,1605,2904
npa_2905 Courtedoux,20,ch_city_courtedoux,2012-04-01,1610,6785,0,2,0,1605,2905
npa_2906 Chevenez,10,ch_city_chevenez,1996-09-13,1611,6809,0,2,0,1605,2906
npa_2907 Rocourt,20,ch_city_rocourt,1996-09-13,1612,6803,0,2,0,1605,2907
npa_2908 Grandfontaine,10,ch_city_grandfontaine,1996-09-13,1613,6792,0,2,0,1605,2908
npa_2912 Roche-d'Or,20,ch_city_roche_d'or,1996-09-13,1615,6809,0,2,3,1605,2912
npa_2914 Damvant,20,ch_city_damvant,2003-03-01,1616,6809,0,2,0,1605,2914
npa_2915 Bure,10,ch_city_bure,1996-09-13,1617,6778,0,2,0,1605,2915
npa_2916 Fahy,20,ch_city_fahy,2009-05-01,1618,6789,0,2,0,1605,2916
npa_2922 Courchavon,20,ch_city_courchavon,1996-09-13,1620,6783,1,2,0,1605,2922
npa_2923 Courtemache,10,ch_city_courtemaiche,1997-11-11,1621,6807,0,2,0,1605,2923
npa_2924 Montignez,20,ch_city_montignez,2008-09-01,1622,6807,0,2,0,1605,2924
npa_2925 Buix,20,ch_city_buix,2002-04-01,1624,6807,0,2,0,1605,2925
npa_2926 Boncourt,10,ch_city_boncourt,1996-09-13,1625,6774,1,2,0,1605,2926
npa_2932 Coeuve,10,ch_city_coeuve,1996-09-13,1626,6781,0,2,0,1605,2932
npa_2935 Beurnevsin,20,ch_city_beurnevesin,2012-05-01,1629,6773,1,2,0,1605,2935
npa_2942 Alle,10,ch_city_alle,1996-09-13,1630,6771,1,2,0,1605,2942
npa_2943 Vendlincourt,10,ch_city_vendlincourt,1996-09-13,1631,6806,0,2,0,1605,2943
npa_2944 Bonfol,10,ch_city_bonfol,1996-09-13,1632,6775,0,2,0,1605,2944
npa_2946 Micourt,10,ch_city_miecourt,1996-09-13,1633,6810,0,2,0,1605,2946
npa_2947 Charmoille,20,ch_city_charmoille,2001-12-01,1634,6810,0,2,0,1605,2947
npa_2952 Cornol,10,ch_city_cornol,1996-09-13,1635,6782,0,2,0,1601,2952
zip_1637,80,ch_city_fregiecourt_pleujouse,2010-09-01,1637,6810,0,2,0,1601,2953
npa_2954 Asuel,20,ch_city_asuel,2000-10-30,1638,6810,0,2,0,1601,2954
npa_3000 Bern,20,ch_city_bern,1987-12-15,1670,351,0,1,0,8837,3000
zip_1671,80,ch_city_bern_1_schanzenpost,2011-03-01,1671,351,0,1,1,8837,3000
zip_1673,30,ch_city_bern_5,1993-09-01,1673,351,0,1,5,1673,3000
zip_1674,30,ch_city_bern_6,1995-12-18,1674,351,0,1,6,1674,3000
zip_1676,30,ch_city_bern_8,1986-05-21,1676,351,0,1,8,1676,3000
zip_1677,30,ch_city_bern_9,1986-05-21,1677,351,0,1,9,1677,3000
zip_1680,30,ch_city_bern_13,1986-05-21,1680,351,0,1,13,1680,3000
zip_1681,30,ch_city_bern_14,1986-05-21,1681,351,0,1,14,1681,3000
zip_1682,30,ch_city_bern_15,1993-09-09,1682,351,0,1,15,1682,3000
zip_1685,80,ch_city_bern_21,2009-04-01,1685,351,0,1,21,8837,3000
zip_1686,30,ch_city_bern_22,1993-09-09,1686,351,0,1,22,1686,3000
zip_1687,30,ch_city_bern_23,1993-09-01,1687,351,0,1,23,1687,3000
zip_1688,30,ch_city_bern_25,1986-05-21,1688,351,0,1,25,1688,3000
zip_1691,30,ch_city_bern_31,1986-05-21,1691,351,0,1,31,1691,3000
zip_1703,80,ch_city_bern_postauto_be_fb_so,1996-03-14,1703,351,0,1,76,8837,3000
zip_1710,30,ch_city_bern,1998-03-05,1710,351,0,1,0,1710,3001
zip_1711,40,ch_city_bern_postfinance,1997-12-16,1711,351,0,1,0,9004,3002
zip_1712,40,ch_city_bern,2008-05-01,1712,351,0,1,0,9004,3003
npa_3004 Bern,10,ch_city_bern,1986-05-21,1713,351,1,1,0,8837,3004
npa_3005 Bern,20,ch_city_bern,1986-05-21,1714,351,1,1,0,8837,3005
npa_3006 Bern,20,ch_city_bern,1986-05-21,1715,351,1,1,0,8131,3006
npa_3007 Bern,20,ch_city_bern,1986-05-21,1716,351,1,1,0,8837,3007
npa_3008 Bern,20,ch_city_bern,1986-05-21,1717,351,1,1,0,8837,3008
npa_3010 Bern,10,ch_city_bern,2001-11-01,1718,351,1,1,0,1718,3010
npa_3011 Bern,20,ch_city_bern,1986-05-21,1719,351,1,1,0,8837,3011
npa_3012 Bern,20,ch_city_bern,1986-05-21,1720,351,1,1,0,8837,3012
npa_3013 Bern,20,ch_city_bern,1986-05-21,1721,351,1,1,0,8131,3013
npa_3014 Bern,20,ch_city_bern,1986-05-21,1722,351,1,1,0,8131,3014
npa_3015 Bern,20,ch_city_bern,1986-05-21,1723,351,1,1,0,8131,3015
npa_3018 Bern,10,ch_city_bern,1986-05-21,1724,351,1,1,0,8837,3018
npa_3019 Bern,20,ch_city_bern,2004-03-01,1725,351,1,1,0,8837,3019
npa_3020 Bern,20,ch_city_bern,2010-04-01,1726,351,1,1,0,8837,3020
npa_3027 Bern,10,ch_city_bern,1989-01-24,1727,351,1,1,0,8837,3027
npa_3095 Spiegel b Bern,10,ch_city_spiegel_b_bern,1992-03-24,1728,355,1,1,0,8837,3095
npa_3032 Hinterkappelen,10,ch_city_hinterkappelen,1986-05-21,1742,360,1,1,0,1743,3032
npa_3033 Wohlen b Bern,10,ch_city_wohlen_b_bern,1996-04-22,1743,360,1,1,0,1743,3033
npa_3034 Murzelen,20,ch_city_murzelen,2008-11-01,1744,360,1,1,0,1743,3034
npa_3035 Frieswil,20,ch_city_frieswil,1993-12-03,1745,312,0,1,0,1743,3035
npa_3036 Detligen,10,ch_city_detligen,1996-11-20,1746,309,0,1,0,1743,3036
npa_3037 Herrenschwanden,10,ch_city_herrenschwanden,1986-05-21,1747,354,1,1,0,1747,3037
npa_3038 Kirchlindach,10,ch_city_kirchlindach,1986-05-21,1748,354,1,1,0,1748,3038
npa_3042 Ortschwaben,20,ch_city_ortschwaben,2002-07-01,1750,307,1,1,0,1748,3042
npa_3043 Uettligen,10,ch_city_uettligen,1995-09-22,1751,360,1,1,0,1743,3043
npa_3049 Sriswil,20,ch_city_sariswil,2007-08-01,1752,360,1,1,0,1743,3049
npa_3045 Meikirch,10,ch_city_meikirch,1986-05-21,1753,307,0,1,0,1753,3045
npa_3046 Wahlendorf,20,ch_city_wahlendorf,2002-07-01,1754,307,1,1,0,1753,3046
npa_3047 Bremgarten b Bern,10,ch_city_bremgarten_b_bern,1986-05-21,1755,353,1,1,0,1747,3047
npa_3048 Worblaufen,10,ch_city_worblaufen,1988-07-01,1756,362,1,1,0,8131,3048
npa_3052 Zollikofen,10,ch_city_zollikofen,1986-05-21,1757,361,1,1,0,7334,3052
npa_3053 Mnchenbuchsee,10,ch_city_munchenbuchsee,1989-06-01,1761,546,1,1,0,7321,3053
npa_3054 Schpfen,10,ch_city_schupfen,1986-05-21,1762,311,1,1,0,1762,3054
npa_3063 Ittigen,10,ch_city_ittigen,1986-05-21,1763,362,1,1,0,8131,3063
npa_3065 Bolligen,20,ch_city_bolligen,1988-01-01,1764,352,1,1,0,8131,3065
zip_1765,30,ch_city_bolligen_dorf,1993-09-09,1765,352,0,1,1,1765,3065
npa_3066 Stettlen,10,ch_city_stettlen,1986-05-21,1767,358,1,1,0,7333,3066
